"subject","region","epoch","eyeState","nCp_delta","nCp_theta","nCp_alpha","nCp_beta_smr","nCp_beta","nCp_gamma"
"010002",5,8,1,1,0,1,0,2,3
"010002",6,8,1,0,0,0,1,0,0
"010002",7,8,1,0,0,0,0,0,0
"010002",1,1,0,0,0,0,2,0,1
"010002",2,1,0,0,0,0,0,0,0
"010002",3,1,0,0,0,0,0,0,0
"010002",4,1,0,0,0,0,0,0,0
"010002",5,1,0,0,0,1,0,0,0
"010002",6,1,0,0,0,0,0,0,0
"010002",7,1,0,0,0,0,0,0,2
"010002",1,2,0,0,0,3,2,0,1
"010002",2,2,0,0,0,3,1,0,0
"010002",3,2,0,0,0,0,0,0,1
"010002",4,2,0,0,0,6,0,0,0
"010002",5,2,0,0,0,8,0,0,0
"010002",6,2,0,0,1,2,0,0,0
"010002",7,2,0,0,0,15,0,0,3
"010002",1,3,0,0,1,0,0,0,0
"010002",2,3,0,0,0,0,0,0,0
"010002",3,3,0,0,0,0,0,0,0
"010002",4,3,0,0,0,8,0,0,2
"010002",5,3,0,0,0,2,0,0,1
"010002",6,3,0,0,0,3,0,0,4
"010002",7,3,0,0,0,10,0,2,6
"010002",1,4,0,0,0,0,1,0,1
"010002",2,4,0,0,0,0,0,0,0
"010002",3,4,0,0,0,0,0,0,0
"010002",4,4,0,0,1,0,0,0,0
"010002",5,4,0,0,0,0,0,0,0
"010002",6,4,0,0,0,0,0,0,0
"010002",7,4,0,1,4,4,1,0,4
"010002",1,5,0,0,0,0,0,0,0
"010002",2,5,0,0,0,0,2,1,4
"010002",3,5,0,0,0,1,3,0,0
"010002",4,5,0,2,0,1,1,2,0
"010002",5,5,0,2,0,1,5,0,0
"010002",6,5,0,1,1,0,0,0,2
"010002",7,5,0,3,3,6,2,0,2
"010002",1,6,0,0,0,1,0,0,2
"010002",2,6,0,0,0,0,0,0,1
"010002",3,6,0,0,1,0,0,0,3
"010002",4,6,0,0,2,0,0,0,7
"010002",5,6,0,2,1,2,2,0,11
"010002",6,6,0,0,0,0,1,0,13
"010002",7,6,0,2,2,2,1,0,9
"010002",1,7,0,0,0,1,0,0,0
"010002",2,7,0,0,0,1,1,0,0
"010002",3,7,0,0,0,0,0,0,1
"010002",4,7,0,0,1,0,0,0,0
"010002",5,7,0,1,0,1,1,0,0
"010002",6,7,0,0,0,0,0,0,0
"010002",7,7,0,0,7,3,1,0,4
"010002",1,8,0,0,0,0,1,0,3
"010002",2,8,0,2,0,1,0,0,6
"010002",3,8,0,0,0,2,1,0,7
"010002",4,8,0,3,0,0,2,0,15
"010002",5,8,0,1,2,0,2,0,12
"010002",6,8,0,2,0,2,2,0,9
"010002",7,8,0,9,0,3,5,0,9
"010003",1,1,1,4,0,7,2,0,1
"010003",2,1,1,3,0,5,2,0,4
"010003",3,1,1,1,0,1,0,0,0
"010003",4,1,1,1,0,2,0,0,3
"010003",5,1,1,0,0,2,1,0,13
"010003",6,1,1,0,0,2,1,0,4
"010003",7,1,1,0,0,0,0,0,2
"010003",1,2,1,0,0,0,1,0,9
"010003",2,2,1,0,1,2,2,2,16
"010003",3,2,1,0,0,1,2,0,18
"010003",4,2,1,3,0,0,3,0,1
"010003",5,2,1,2,1,0,1,0,4
"010003",6,2,1,0,0,0,0,0,4
"010003",7,2,1,0,0,0,0,0,0
"010003",1,3,1,0,0,0,1,0,0
"010003",2,3,1,0,0,3,1,0,4
"010003",3,3,1,0,0,0,0,0,1
"010003",4,3,1,0,1,0,1,0,0
"010003",5,3,1,4,2,0,2,2,0
"010003",6,3,1,2,0,0,1,0,0
"010003",7,3,1,0,0,0,0,0,0
"010003",1,4,1,2,0,1,1,1,3
"010003",2,4,1,2,1,15,2,9,6
"010003",3,4,1,0,0,0,1,1,4
"010003",4,4,1,0,1,1,0,0,1
"010003",5,4,1,3,0,14,1,4,12
"010003",6,4,1,0,0,0,1,3,7
"010003",7,4,1,0,0,0,3,0,4
"010003",1,5,1,1,0,1,2,0,5
"010003",2,5,1,3,2,4,5,2,23
"010003",3,5,1,1,0,1,0,0,5
"010003",4,5,1,2,2,2,1,1,6
"010003",5,5,1,0,0,2,1,1,14
"010003",6,5,1,1,0,0,0,0,4
"010003",7,5,1,1,0,0,0,0,2
"010003",1,6,1,0,2,0,5,1,13
"010003",2,6,1,2,1,3,6,2,30
"010003",3,6,1,1,0,1,0,0,6
"010003",4,6,1,1,0,0,6,1,2
"010003",5,6,1,13,0,1,14,2,9
"010003",6,6,1,5,0,1,1,0,3
"010003",7,6,1,10,0,0,1,0,5
"010003",1,7,1,0,0,0,0,0,0
"010003",2,7,1,0,0,1,1,0,0
"010003",3,7,1,0,0,0,0,0,0
"010003",4,7,1,0,0,2,0,2,0
"010003",5,7,1,2,1,12,2,3,1
"010003",6,7,1,2,0,1,0,3,0
"010003",7,7,1,0,0,1,0,2,0
"010003",1,8,1,0,0,0,0,0,0
"010003",2,8,1,2,0,2,0,0,2
"010003",3,8,1,2,0,1,1,0,2
"010003",4,8,1,2,0,0,3,0,4
"010003",5,8,1,5,3,2,8,7,1
"010003",6,8,1,9,0,1,2,1,2
"010003",7,8,1,2,0,1,6,1,11
"010003",1,1,0,0,0,0,0,0,0
"010003",2,1,0,3,1,2,2,7,25
"010003",3,1,0,0,0,0,0,3,2
"010003",4,1,0,1,0,0,1,2,1
"010003",5,1,0,1,0,0,1,8,5
"010003",6,1,0,2,1,0,2,1,1
"010003",7,1,0,0,1,0,1,1,1
"010003",1,2,0,0,1,0,3,0,7
"010003",2,2,0,1,1,0,6,3,27
"010003",3,2,0,1,0,0,3,0,6
"010003",4,2,0,1,1,0,2,8,7
"010003",5,2,0,0,1,0,6,3,10
"010003",6,2,0,2,1,0,5,0,11
"010003",7,2,0,0,0,0,0,0,8
"010003",1,3,0,1,0,0,1,1,11
"010003",2,3,0,1,0,0,1,2,17
"010003",3,3,0,0,0,0,12,0,2
"010003",4,3,0,3,2,2,16,9,11
"010003",5,3,0,4,1,0,1,6,39
"010003",6,3,0,2,1,0,7,2,3
"010003",7,3,0,0,4,0,19,0,10
"010003",1,4,0,1,0,0,1,5,0
"010003",2,4,0,0,0,0,2,7,8
"010003",3,4,0,0,0,0,0,3,5
"010003",4,4,0,3,1,0,2,4,6
"010003",5,4,0,9,1,0,1,11,11
"010003",6,4,0,1,9,0,1,3,3
"010003",7,4,0,3,2,1,4,0,1
"010003",1,5,0,1,1,0,4,4,10
"010003",2,5,0,0,0,0,2,15,23
"010003",3,5,0,0,0,0,0,4,18
"010003",4,5,0,0,0,0,0,0,2
"010003",5,5,0,0,2,1,4,5,9
"010003",6,5,0,0,2,0,0,0,11
"010003",7,5,0,0,3,0,2,1,10
"010003",1,6,0,0,3,0,2,1,11
"010003",2,6,0,3,3,2,6,0,7
"010003",3,6,0,0,2,1,0,0,1
"010003",4,6,0,0,0,0,6,2,3
"010003",5,6,0,0,1,0,3,2,0
"010003",6,6,0,0,1,0,1,0,5
"010003",7,6,0,0,2,0,5,0,3
"010003",1,7,0,0,5,0,7,1,6
"010003",2,7,0,0,1,1,4,1,7
"010003",3,7,0,1,1,0,1,1,4
"010003",4,7,0,0,1,1,4,3,17
"010003",5,7,0,1,5,1,2,10,5
"010003",6,7,0,0,1,0,0,1,5
"010003",7,7,0,0,3,0,3,1,0
"010003",1,8,0,0,0,0,5,1,11
"010003",2,8,0,0,0,0,6,3,42
"010003",3,8,0,0,1,0,0,0,14
"010003",4,8,0,0,0,0,2,0,3
"010003",5,8,0,2,1,0,3,21,6
"010003",6,8,0,6,0,0,2,5,15
"010003",7,8,0,0,0,0,2,0,6
"010004",1,1,1,8,0,0,1,1,4
"010004",2,1,1,1,0,0,0,0,4
"010004",3,1,1,3,0,0,0,0,2
"010004",4,1,1,15,0,1,1,0,4
"010004",5,1,1,2,0,0,0,0,5
"010004",6,1,1,0,0,0,0,0,10
"010004",7,1,1,3,0,0,0,0,0
"010004",1,2,1,0,0,0,2,0,2
"010004",2,2,1,0,1,0,1,0,9
"010004",3,2,1,2,0,0,0,0,4
"010004",4,2,1,0,0,0,2,0,6
"010004",5,2,1,0,0,0,2,0,6
"010004",6,2,1,4,0,0,0,0,4
"010004",7,2,1,0,0,0,0,0,6
"010004",1,3,1,10,1,2,3,1,5
"010004",2,3,1,2,2,3,7,7,6
"010004",3,3,1,0,2,0,3,1,3
"010004",4,3,1,3,0,0,0,1,3
"010004",5,3,1,2,6,0,0,16,4
"010004",6,3,1,9,1,0,0,4,4
"010004",7,3,1,0,0,0,0,2,6
"010004",1,4,1,0,0,0,3,0,2
"010004",2,4,1,0,0,0,5,1,5
"010004",3,4,1,1,0,0,6,0,1
"010004",4,4,1,0,0,0,4,0,0
"010004",5,4,1,0,0,0,4,1,2
"010004",6,4,1,0,0,0,2,0,0
"010004",7,4,1,0,0,0,0,0,0
"010004",1,5,1,0,0,0,0,0,0
"010004",2,5,1,0,0,2,3,0,3
"010004",3,5,1,0,0,0,0,0,2
"010004",4,5,1,0,0,0,0,0,0
"010004",5,5,1,0,0,0,0,0,0
"010004",6,5,1,0,0,0,0,0,0
"010004",7,5,1,0,0,0,0,0,0
"010004",1,6,1,0,0,0,2,0,1
"010004",2,6,1,0,0,1,2,0,3
"010004",3,6,1,0,0,0,1,0,5
"010004",4,6,1,1,0,0,0,0,0
"010004",5,6,1,1,0,0,2,0,4
"010004",6,6,1,1,0,0,4,0,8
"010004",7,6,1,6,0,0,0,0,3
"010004",1,7,1,1,0,0,1,0,3
"010004",2,7,1,0,2,1,1,0,7
"010004",3,7,1,0,0,0,2,0,6
"010004",4,7,1,0,0,0,4,0,0
"010004",5,7,1,0,0,0,9,0,0
"010004",6,7,1,4,0,0,5,0,2
"010004",7,7,1,1,1,0,5,0,0
"010004",1,8,1,0,1,1,2,0,5
"010004",2,8,1,0,4,1,3,2,2
"010004",3,8,1,4,0,1,0,0,5
"010004",4,8,1,7,12,0,5,1,3
"010004",5,8,1,2,8,0,6,2,0
"010004",6,8,1,7,1,0,7,2,3
"010004",7,8,1,8,5,1,4,6,4
"010004",1,1,0,1,0,0,0,0,4
"010004",2,1,0,4,1,1,8,2,5
"010004",3,1,0,2,1,2,4,0,2
"010004",4,1,0,2,0,1,0,0,9
"010004",5,1,0,3,0,1,2,0,15
"010004",6,1,0,2,1,8,0,0,2
"010004",7,1,0,1,0,3,0,0,11
"010004",1,2,0,5,0,0,1,1,6
"010004",2,2,0,5,0,0,1,0,4
"010004",3,2,0,4,0,0,0,0,3
"010004",4,2,0,3,0,0,0,0,2
"010004",5,2,0,0,0,0,2,0,7
"010004",6,2,0,2,4,0,1,0,8
"010004",7,2,0,2,4,0,6,0,5
"010004",1,3,0,2,0,0,10,8,5
"010004",2,3,0,3,1,0,6,24,21
"010004",3,3,0,1,0,0,6,17,6
"010004",4,3,0,1,2,0,17,33,20
"010004",5,3,0,0,2,0,8,50,13
"010004",6,3,0,11,4,0,9,41,7
"010004",7,3,0,3,14,0,7,22,11
"010004",1,4,0,2,6,4,3,9,13
"010004",2,4,0,12,12,4,13,14,29
"010004",3,4,0,14,10,0,6,11,19
"010004",4,4,0,1,9,0,4,20,14
"010004",5,4,0,13,11,0,2,33,12
"010004",6,4,0,10,19,6,19,33,12
"010004",7,4,0,18,20,9,10,31,13
"010004",1,5,0,3,0,1,10,10,15
"010004",2,5,0,7,10,0,23,36,41
"010004",3,5,0,6,14,3,12,21,20
"010004",4,5,0,16,9,2,11,39,23
"010004",5,5,0,16,8,5,20,60,28
"010004",6,5,0,22,20,13,25,47,26
"010004",7,5,0,22,25,16,29,57,22
"010004",1,6,0,0,1,0,0,0,1
"010004",2,6,0,0,0,0,0,0,0
"010004",3,6,0,0,0,0,1,2,1
"010004",4,6,0,0,6,0,2,0,0
"010004",5,6,0,0,1,1,2,0,2
"010004",6,6,0,0,0,0,1,0,1
"010004",7,6,0,0,0,0,0,0,0
"010004",1,7,0,0,0,0,0,4,0
"010004",2,7,0,7,1,0,6,16,11
"010004",3,7,0,2,1,1,3,16,2
"010004",4,7,0,14,2,0,8,9,7
"010004",5,7,0,12,4,1,12,24,6
"010004",6,7,0,21,3,3,5,17,2
"010004",7,7,0,33,1,0,13,3,12
"010004",1,8,0,6,0,1,10,12,22
"010004",2,8,0,28,6,3,7,37,9
"010004",3,8,0,23,1,4,7,24,13
"010004",4,8,0,10,5,4,9,25,23
"010004",5,8,0,12,9,1,8,24,14
"010004",6,8,0,17,11,18,8,19,16
"010004",7,8,0,22,11,22,10,26,15
"010005",1,1,1,3,2,4,1,1,11
"010005",2,1,1,0,0,6,1,3,9
"010005",3,1,1,0,0,3,0,2,9
"010005",4,1,1,0,0,0,6,4,5
"010005",5,1,1,1,0,4,7,0,9
"010005",6,1,1,1,0,1,3,0,17
"010005",7,1,1,0,0,3,7,4,16
"010005",1,2,1,0,0,0,0,3,10
"010005",2,2,1,1,0,0,2,1,3
"010005",3,2,1,0,0,0,1,2,5
"010005",4,2,1,1,0,0,0,0,8
"010005",5,2,1,2,0,0,1,0,2
"010005",6,2,1,0,0,0,1,0,3
"010005",7,2,1,0,0,0,0,0,8
"010005",1,3,1,0,0,0,2,0,5
"010005",2,3,1,0,0,0,1,5,7
"010005",3,3,1,1,0,0,0,1,11
"010005",4,3,1,0,0,1,2,0,24
"010005",5,3,1,2,0,0,5,0,17
"010005",6,3,1,0,0,0,2,2,19
"010005",7,3,1,0,0,0,4,1,25
"010005",1,4,1,0,0,0,3,0,13
"010005",2,4,1,0,2,0,8,2,16
"010005",3,4,1,0,0,1,12,3,30
"010005",4,4,1,1,0,0,10,1,18
"010005",5,4,1,0,0,1,0,0,6
"010005",6,4,1,1,0,0,9,8,20
"010005",7,4,1,0,0,0,2,0,5
"010005",1,5,1,0,0,0,1,0,2
"010005",2,5,1,2,0,0,0,1,3
"010005",3,5,1,1,0,0,1,0,0
"010005",4,5,1,0,0,0,0,0,2
"010005",5,5,1,0,0,0,0,0,4
"010005",6,5,1,0,0,0,0,0,0
"010005",7,5,1,0,0,0,1,0,1
"010005",1,6,1,0,0,0,2,0,8
"010005",2,6,1,0,0,0,0,1,3
"010005",3,6,1,0,0,0,0,1,2
"010005",4,6,1,0,0,0,0,0,1
"010005",5,6,1,0,0,0,0,0,7
"010005",6,6,1,0,0,0,1,0,4
"010005",7,6,1,0,0,0,2,0,2
"010005",1,7,1,0,0,0,6,14,8
"010005",2,7,1,2,0,4,13,8,36
"010005",3,7,1,0,3,1,16,11,6
"010005",4,7,1,1,0,1,8,14,20
"010005",5,7,1,1,0,0,3,4,25
"010005",6,7,1,1,1,6,15,18,21
"010005",7,7,1,0,0,3,16,16,18
"010005",1,8,1,0,0,0,0,0,0
"010005",2,8,1,1,0,0,0,1,9
"010005",3,8,1,0,0,3,0,0,6
"010005",4,8,1,0,0,0,0,3,0
"010005",5,8,1,0,0,0,2,3,3
"010005",6,8,1,0,0,0,2,8,9
"010005",7,8,1,0,0,0,0,3,2
"010005",1,1,0,0,0,0,3,3,7
"010005",2,1,0,0,0,1,5,5,4
"010005",3,1,0,0,0,0,2,3,1
"010005",4,1,0,0,0,0,4,5,1
"010005",5,1,0,0,0,1,1,20,0
"010005",6,1,0,0,0,0,0,3,0
"010005",7,1,0,0,0,0,0,0,0
"010005",1,2,0,0,0,0,12,1,5
"010005",2,2,0,2,0,0,25,0,5
"010005",3,2,0,0,0,0,7,0,1
"010005",4,2,0,1,0,0,0,0,0
"010005",5,2,0,3,0,0,2,0,0
"010005",6,2,0,1,0,0,0,0,4
"010005",7,2,0,0,0,0,0,1,1
"010005",1,3,0,0,0,0,20,3,2
"010005",2,3,0,0,0,0,35,11,4
"010005",3,3,0,0,0,0,5,0,2
"010005",4,3,0,0,0,0,1,0,0
"010005",5,3,0,1,1,1,7,10,1
"010005",6,3,0,0,0,0,3,4,0
"010005",7,3,0,1,0,0,5,12,0
"010005",1,4,0,0,0,0,0,0,0
"010005",2,4,0,1,1,0,2,0,1
"010005",3,4,0,2,0,0,1,0,2
"010005",4,4,0,0,0,0,1,0,0
"010005",5,4,0,0,0,0,6,0,4
"010005",6,4,0,0,0,0,0,0,0
"010005",7,4,0,0,2,0,0,0,0
"010005",1,5,0,0,1,0,7,1,4
"010005",2,5,0,1,0,0,19,2,7
"010005",3,5,0,0,0,0,13,3,3
"010005",4,5,0,0,0,0,4,5,0
"010005",5,5,0,0,1,0,2,3,0
"010005",6,5,0,4,0,1,11,0,3
"010005",7,5,0,1,0,1,13,0,8
"010005",1,6,0,1,1,0,2,6,12
"010005",2,6,0,0,1,0,15,9,14
"010005",3,6,0,5,0,0,15,4,7
"010005",4,6,0,1,0,0,8,13,9
"010005",5,6,0,17,2,2,4,1,14
"010005",6,6,0,18,0,0,14,6,16
"010005",7,6,0,9,0,0,9,14,20
"010005",1,7,0,1,0,2,35,5,3
"010005",2,7,0,0,0,2,53,2,4
"010005",3,7,0,0,0,0,20,9,8
"010005",4,7,0,4,1,1,3,1,7
"010005",5,7,0,3,2,0,5,1,20
"010005",6,7,0,1,2,0,7,7,4
"010005",7,7,0,1,2,2,1,1,10
"010005",1,8,0,0,0,0,0,0,0
"010005",2,8,0,2,0,0,1,0,0
"010005",3,8,0,0,0,0,2,0,0
"010005",4,8,0,0,0,0,0,0,0
"010005",5,8,0,1,0,0,0,1,4
"010005",6,8,0,1,0,0,1,2,2
"010005",7,8,0,0,5,0,1,1,5
"010006",1,1,1,0,0,1,2,0,0
"010006",2,1,1,0,0,3,0,0,0
"010006",3,1,1,0,0,1,0,0,0
"010006",4,1,1,0,0,3,0,2,0
"010006",5,1,1,0,0,3,0,0,1
"010006",6,1,1,0,0,8,1,0,9
"010006",7,1,1,0,0,6,1,0,5
"010006",1,2,1,0,0,0,0,0,0
"010006",2,2,1,0,0,0,0,0,0
"010006",3,2,1,0,0,0,0,0,0
"010006",4,2,1,0,0,0,0,0,0
"010006",5,2,1,0,0,0,0,0,0
"010006",6,2,1,0,0,0,0,0,0
"010006",7,2,1,0,0,0,4,0,0
"010006",1,3,1,13,0,0,2,0,9
"010006",2,3,1,3,0,0,0,0,4
"010006",3,3,1,1,0,1,0,0,6
"010006",4,3,1,9,0,0,0,0,3
"010006",5,3,1,9,0,0,0,0,0
"010006",6,3,1,12,0,1,1,0,8
"010006",7,3,1,13,0,0,0,0,1
"010006",1,4,1,1,2,0,0,0,4
"010006",2,4,1,0,3,0,0,0,5
"010006",3,4,1,0,0,0,0,2,6
"010006",4,4,1,0,2,0,3,0,0
"010006",5,4,1,5,0,0,2,0,0
"010006",6,4,1,0,2,0,1,1,2
"010006",7,4,1,0,0,0,0,0,0
"010006",1,5,1,6,0,1,2,0,0
"010006",2,5,1,12,0,6,2,2,3
"010006",3,5,1,5,0,9,3,0,5
"010006",4,5,1,4,0,0,1,0,0
"010006",5,5,1,7,0,0,2,0,1
"010006",6,5,1,6,0,3,1,0,3
"010006",7,5,1,0,0,0,0,0,0
"010006",1,6,1,12,3,7,3,3,7
"010006",2,6,1,7,6,11,0,1,9
"010006",3,6,1,1,9,6,0,4,6
"010006",4,6,1,5,0,1,3,0,17
"010006",5,6,1,18,5,5,3,0,8
"010006",6,6,1,10,6,5,0,3,13
"010006",7,6,1,6,0,8,4,0,14
"010006",1,7,1,1,0,1,2,1,3
"010006",2,7,1,0,1,3,0,3,0
"010006",3,7,1,0,0,0,5,0,4
"010006",4,7,1,3,1,1,1,0,7
"010006",5,7,1,1,1,12,1,0,6
"010006",6,7,1,3,0,10,4,0,5
"010006",7,7,1,5,2,9,1,1,5
"010006",1,8,1,4,1,6,6,1,5
"010006",2,8,1,2,1,0,14,0,7
"010006",3,8,1,4,1,1,6,0,7
"010006",4,8,1,6,5,12,12,1,15
"010006",5,8,1,13,8,3,4,1,4
"010006",6,8,1,18,8,5,8,1,7
"010006",7,8,1,1,0,0,2,0,3
"010006",1,1,0,2,1,9,0,1,0
"010006",2,1,0,2,2,11,0,1,0
"010006",3,1,0,2,0,7,0,0,0
"010006",4,1,0,0,1,8,0,1,0
"010006",5,1,0,5,8,21,3,1,11
"010006",6,1,0,4,2,22,3,0,7
"010006",7,1,0,2,2,24,0,4,7
"010006",1,2,0,2,0,5,0,0,0
"010006",2,2,0,5,0,11,2,0,2
"010006",3,2,0,5,4,8,0,0,12
"010006",4,2,0,10,0,7,0,5,9
"010006",5,2,0,10,15,13,2,4,21
"010006",6,2,0,10,16,9,0,4,20
"010006",7,2,0,18,2,12,1,6,19
"010006",1,3,0,1,0,0,0,0,7
"010006",2,3,0,5,0,3,4,0,11
"010006",3,3,0,5,0,2,5,0,8
"010006",4,3,0,5,0,4,0,6,10
"010006",5,3,0,11,3,11,4,4,18
"010006",6,3,0,9,2,10,2,4,13
"010006",7,3,0,10,1,12,2,9,14
"010006",1,4,0,5,0,0,9,1,9
"010006",2,4,0,9,0,10,8,2,13
"010006",3,4,0,7,0,4,7,1,13
"010006",4,4,0,14,1,5,0,6,19
"010006",5,4,0,28,11,7,8,8,27
"010006",6,4,0,29,1,10,3,4,34
"010006",7,4,0,19,3,15,3,10,26
"010006",1,5,0,7,0,1,2,2,17
"010006",2,5,0,14,0,10,7,4,27
"010006",3,5,0,8,0,8,0,0,20
"010006",4,5,0,8,0,6,9,0,18
"010006",5,5,0,13,9,22,3,1,29
"010006",6,5,0,9,1,11,4,0,49
"010006",7,5,0,11,2,21,14,3,49
"010006",1,6,0,7,7,0,2,19,13
"010006",2,6,0,15,15,8,3,20,17
"010006",3,6,0,14,12,4,0,7,17
"010006",4,6,0,26,13,1,3,14,41
"010006",5,6,0,21,25,14,0,18,36
"010006",6,6,0,22,10,6,1,17,51
"010006",7,6,0,24,17,13,1,20,57
"010006",1,7,0,5,7,0,6,2,17
"010006",2,7,0,24,5,3,4,12,12
"010006",3,7,0,24,3,0,1,8,12
"010006",4,7,0,1,5,5,1,4,11
"010006",5,7,0,25,7,8,4,12,16
"010006",6,7,0,21,6,7,13,7,10
"010006",7,7,0,5,2,10,1,9,10
"010006",1,8,0,4,10,5,5,10,21
"010006",2,8,0,18,9,13,5,7,15
"010006",3,8,0,14,9,0,0,15,26
"010006",4,8,0,33,13,4,4,17,15
"010006",5,8,0,43,7,9,4,10,10
"010006",6,8,0,29,10,4,1,9,37
"010006",7,8,0,33,12,15,5,13,26
"010007",1,1,1,1,0,0,0,0,1
"010007",2,1,1,0,2,0,1,4,0
"010007",3,1,1,1,0,0,0,0,0
"010007",4,1,1,0,0,0,1,0,0
"010007",5,1,1,0,0,0,1,2,0
"010007",6,1,1,0,0,0,0,0,1
"010007",7,1,1,0,0,0,4,2,0
"010007",1,2,1,0,0,0,0,0,0
"010007",2,2,1,0,0,0,0,0,0
"010007",3,2,1,0,0,0,0,0,0
"010007",4,2,1,0,0,0,0,0,1
"010007",5,2,1,1,0,0,0,0,0
"010007",6,2,1,2,0,0,2,0,0
"010007",7,2,1,0,0,0,2,0,1
"010007",1,3,1,3,0,2,0,0,0
"010007",2,3,1,1,0,4,4,0,0
"010007",3,3,1,0,1,1,0,0,0
"010007",4,3,1,0,0,1,2,0,0
"010007",5,3,1,0,1,1,7,0,0
"010007",6,3,1,0,0,0,2,0,3
"010007",7,3,1,0,0,0,3,0,0
"010007",1,4,1,2,0,2,1,0,0
"010007",2,4,1,1,0,2,0,0,0
"010007",3,4,1,0,0,6,1,0,0
"010007",4,4,1,0,0,0,1,0,0
"010007",5,4,1,1,1,2,3,0,0
"010007",6,4,1,0,2,7,2,0,0
"010007",7,4,1,0,0,0,0,0,0
"010007",1,5,1,2,0,7,2,0,3
"010007",2,5,1,1,0,2,1,0,0
"010007",3,5,1,5,0,3,1,0,1
"010007",4,5,1,1,0,3,0,1,0
"010007",5,5,1,0,0,0,0,0,0
"010007",6,5,1,1,0,1,0,0,0
"010007",7,5,1,0,0,0,0,0,0
"010007",1,6,1,0,1,5,0,0,0
"010007",2,6,1,0,0,6,1,0,1
"010007",3,6,1,0,2,3,1,7,3
"010007",4,6,1,3,3,7,1,1,1
"010007",5,6,1,2,2,7,1,0,5
"010007",6,6,1,0,4,13,1,1,0
"010007",7,6,1,3,5,7,2,0,5
"010007",1,7,1,3,6,1,1,0,2
"010007",2,7,1,0,0,0,0,0,1
"010007",3,7,1,0,3,0,1,2,1
"010007",4,7,1,1,1,0,0,9,0
"010007",5,7,1,0,0,0,0,8,0
"010007",6,7,1,0,2,0,4,7,0
"010007",7,7,1,0,0,0,0,8,0
"010007",1,8,1,0,0,2,2,0,0
"010007",2,8,1,2,0,7,1,0,0
"010007",3,8,1,0,0,8,0,0,0
"010007",4,8,1,0,0,0,3,1,1
"010007",5,8,1,0,0,1,3,2,0
"010007",6,8,1,2,0,2,3,0,0
"010007",7,8,1,2,0,1,4,0,0
"010007",1,1,0,0,0,6,0,1,7
"010007",2,1,0,0,2,7,0,1,0
"010007",3,1,0,0,1,5,0,0,4
"010007",4,1,0,8,0,5,0,0,12
"010007",5,1,0,11,8,14,0,1,13
"010007",6,1,0,19,10,9,1,8,32
"010007",7,1,0,14,6,10,2,1,11
"010007",1,2,0,0,0,6,0,0,0
"010007",2,2,0,0,1,3,1,2,0
"010007",3,2,0,0,0,2,4,1,6
"010007",4,2,0,0,0,0,0,0,1
"010007",5,2,0,2,2,10,6,12,13
"010007",6,2,0,9,1,10,11,13,28
"010007",7,2,0,15,7,8,4,11,15
