"subject","region","epoch","eyeState","CpLoc_delta","CpLoc_theta","CpLoc_alpha","CpLoc_beta_smr","CpLoc_beta","CpLoc_gamma"
"010215",2,8,0,"[2,9,10,13,15,19,21,21]","[6,7,9,9,11,15,15,18]","[2,2,2,3,8,10,11,11,15,17,17,18,19,19,20,21]","[2,4,4,5,7,12,13,16,18,19,20,20,21,21]","[5,5,8,9,9,10,11,15,21]","[2,2,3,3,3,4,5,5,8,11,13,13,14,15,15,16,18,18,19,21]"
"010215",3,8,0,"[2,2,7,7,8,9,10,16,17,20,21]","[6,12]","[2,3,4,4,9,11,11,11,12,13,13,14,14,15,15,15,16,17,17,18,18,18,20,20,21]","[7,10,18,19,20]","[10,14,17,19,20]","[11,13,16,17,20,20]"
"010215",4,8,0,"[4,5,7,7,7,9,9,9,11,11,13,18,20]","[2,2,2,3,4,10,13,13,16,16,18,18,20]","[2,3,3,3,4,4,5,5,6,7,7,7,8,9,11,11,14,14,14,14,15,15,16,18,18,18,18,18,18,18,20,20,20,20,21,21,21]","[5,5,6,7,7,9,9,11,13,18,20]","[4,5,5,12,12,14,16,16,16,18,18,18,18]","[9,16,16,16,16,20,20]"
"010215",5,8,0,"[2,2,4,10,18,19,19,19,21,21,21]","[2,2,2,4,5,6,7,7,7,8,11,13,21,21]","[2,4,6,9,9,10,10,12,15,15,17,19,19]","[2,4,4,5,7,19]","[7,8,19,19,21,21]","[2,2,2,4,5,6,15,17,17,17,18,20]"
"010215",6,8,0,"[2,4,7,7,8,9,13,15,15,18,19,19,21,21]","[2,4,11,12,13,15,21,21]","[9,9,9,9,10,10,11,11,11,11,11,13,13,13,14,15,16,17,17,17,18,19,19,19,20,21,21,21,21,21]","[4,5,6,6,7,9,15,16,16,17,18,19,19]","[10,11,12,14,15,15,15,21]","[3,10,13,14,16,16,17,17,17,19,19,20,21,21,21,21,21]"
"010215",7,8,0,"[2,3,4,5,7,7,8,8,9,10,13,16,18,20]","[4,4,4,5,7,10,12,12,13,15,15,16,17,18,18,20,21]","[2,6,6,7,9,11,11,11,12,14,15,16,17,19,19,20,20,20,21]","[4,4,6,6,8,9,10,20]","[2,2,2,4,4,5,5,7,8,8,8,14,16,17,17,21]","[2,2,4,13,14,16,19,21]"
"010218",1,1,1,"[17]","[5,18,21,23,24,24,27]","[3,14,16,19,21,23,24,24,25,26,27,27,27]","[18,21]","[10,13]","[3,5,5,5,5,6,7,7,8,10,14,17,18,27]"
"010218",2,1,1,"[9,16,18]","[4,8,13,21,22]","[5,6,9,12,14,15,19,22,22,23,25,25,26,26,27,27]","[19,25,27]","[3,3,6,10]","[3,4,5,5,18,26,27]"
"010218",3,1,1,"[16,19,20]","[]","[6,8,8,13,16,23,23,24,26,27,27,27]","[3,7,11,11]","[19,23]","[3,6,9,15,17,20,27]"
"010218",4,1,1,"[5,7,11,12,18,18,19,27]","[12,16,17,18,21,23,24,24]","[8,8,10,11,12,12,13,14,14,14,15,15,15,15,16,17,17,18,18,20,21,22,22,23,23,24,24,26,26,27]","[12]","[26,27]","[3,5,5,5,6,9,11,18,19,21,27,27]"
"010218",5,1,1,"[4,5,10,19]","[18,18,18,27]","[4,9,10,11,11,16,17,18,18,18,19,21,21,21,21,22,22,24,24,24,24,27]","[3,7,21,24,27]","[17,23,24,27]","[3,3,4,4,5,5,6,6,7,8,8,11,11,14,15,15,15,15,17,17,18,18,20,20,26,26,27,27]"
"010218",6,1,1,"[17,20,24]","[15]","[3,3,6,7,7,8,8,10,10,11,12,13,13,14,16,17,17,20,21,21,21,22,23,24,24,24,24]","[]","[3]","[3,3,3,11,18,18,25,26,26,27]"
"010218",7,1,1,"[]","[15,16,18,20,24]","[9,10,10,11,13,14,15,20,22,23,25,25,25]","[3]","[4,5,9,12,13]","[4,5,6,9,12,14,14,16,17,17,18,21,23,23,26,26]"
"010218",1,2,1,"[22,23,23]","[25,27,27]","[14,19,20,27,27,27]","[18]","[]","[]"
"010218",2,2,1,"[16,20]","[6,9,16,22]","[19,19,24,27]","[4,5,8,12,17,22]","[12,23,25,27,27,27]","[9,9,22]"
"010218",3,2,1,"[]","[7,26]","[20]","[23,27]","[]","[]"
"010218",4,2,1,"[11,16,22]","[21,26]","[10,12,13,13,14,14,18,19,19,20,23,23,24,24,26,26,27]","[9,11]","[24]","[23]"
"010218",5,2,1,"[18,24]","[]","[]","[]","[]","[]"
"010218",6,2,1,"[]","[]","[18,19,23,24]","[5,16,16,23,24,27,27,27,27]","[]","[]"
"010218",7,2,1,"[6]","[]","[3,12,12,17,22,24,24,24]","[6,19,22,26]","[9,19,25,27,27]","[3,9,13,14,15,15,18,19,19,22,22,26,27]"
"010218",1,3,1,"[]","[]","[23]","[17]","[26]","[20,23,23]"
"010218",2,3,1,"[3,11,14,17,17,20,23,24,26,27]","[]","[6,7,7,7,10,12,13,14,17,21,22,23]","[17]","[4,16,20,25]","[10,12,19,21,22,23,23,25,26,27]"
"010218",3,3,1,"[3,10,18,21,21,24]","[]","[8,20,21,21,23,24,24]","[3,6]","[16,27,27]","[18]"
"010218",4,3,1,"[10,11,13,14,18,21,21,22]","[27]","[3,3,4,5,5,6,6,6,7,12,15,15,16,21,26]","[10,18]","[10,11,18]","[8,13,15,18,19,19,21,22,22,23,23,23,24,24,25,26,27]"
"010218",5,3,1,"[4,13,14,14,14,15,17,17,18,18,18,19,20,21,21,22,22,27]","[5,7]","[3,3,4,5,7,8,8,8,15,16]","[9,10,11,12,26]","[8,11,11,12,13,15,24]","[4,7,7,8,11,19,21,21,22,25,25,25]"
"010218",6,3,1,"[4,6,8,9,10,13,15,16,21,22,22,23,25]","[]","[3,4,9,19,19,21,23,25,26,26]","[3,4,4,12,19,20,20]","[14,15,16,17,18,21,21,22,23,25,27]","[7,19]"
"010218",7,3,1,"[7,8,9,9,11,14,14,18,18,18,18,18,19,22,22,23,23,27]","[10,25,26]","[3,3,4,4,5,6,7,7,13,15,15,21,23,24]","[3,3,4,6,7,11,11,12,15,18,19,20]","[11,13,15,16,16,17,18,21,22,22,27,27]","[3,8,10,11,17,18,19,20,23,23,26]"
"010218",1,4,1,"[14,20,21,24,25]","[20]","[9,12,14,14,23,26,27]","[18]","[23]","[10,27]"
"010218",2,4,1,"[4,7,7,9,10,14,18,22,24,25]","[8,8,10,20,27]","[4,4,4,4,5,7,10,10,11,12,14,14,17,19,19,22,23,23,23,26,26,27]","[7,15,27]","[10]","[20]"
"010218",3,4,1,"[4,6,6,11,13,13,14,16,17,17,18,21,21,21,22,23,24,24,26,27,27,27]","[]","[5,5,5,8,10,10,10,10,13,13,14,14,17,19,21,21,21,24,27]","[3,18,27]","[7]","[3]"
"010218",4,4,1,"[6,6,7,7,9,10,15,20,20,22]","[12,12]","[5,9,9,10,11,12,13,14,14,15,15,18,18,22,22,23,24,26,27]","[9]","[3,3,22,22,24]","[4,5,10,15,15,17,17,17,18,19,19,19,22,25,27,27]"
"010218",5,4,1,"[6]","[4,4,7,10,10,11,11,12,13,14,17,17,24]","[4,4,5,7,8,10,15,15,16,17,17,17,17,18,19,20,22,22,23,23,23,26,27,27]","[22,27]","[7,9,9,10,11,12,15,26]","[7,17,17,20,26,27,27]"
"010218",6,4,1,"[3,4,4,5,6,6,7,7,7,7,9,9,10,13,17,20,20,24,25,26,27]","[]","[10,11,12,12,12,13,15,17,18,20]","[]","[4,13]","[9,10,13,13,14,16,17,17,17,18,20,21,24,24,24,25,25]"
"010218",7,4,1,"[3,3,6,6,6,7,10,17,20]","[12,12,15]","[5,10,11,12,17,20,20,23,26,27]","[9,9,10,13,15,15,25]","[4,6,7,9,27]","[3,6,6,7,7,9,10,11,12,12,14,14,15,15,15,17,17,17,17,18,18,18,19,20,20,20,20,21,22,23,23,23,24,24,24,25,26,27,27,27]"
"010218",1,5,1,"[11,27]","[23,25,26,27]","[8,11]","[3,11,13,17,18,19,21]","[23]","[3,6,7,10,13,15,16,20]"
"010218",2,5,1,"[3,12,16,19,25,27,27]","[8,10,19,19,24,24,25,26,27]","[4,5,6,6,8,11,11,11,15,19,22,23,24,27,27]","[6,9,10,12,15,15,16,18,19,19,23]","[3,19,27]","[9,15,15,21,23,27]"
"010218",3,5,1,"[]","[19,21]","[8,10,21,24,27,27]","[14,16,26]","[15,18,19,22]","[21,21]"
"010218",4,5,1,"[8,22,26]","[4,21]","[3,4,7,8,9,9,10,11,11,11,12,13,14,16,16,20,25]","[3,19]","[]","[3,6,19]"
"010218",5,5,1,"[22,22,25,26]","[4,14,21,21]","[3,3,3,4,5,5,6,7,7,8,8,9,11,13,14,16,16,16,22,22,23,24]","[15,16,16,16,19,19,19,25,25,25]","[17,19,19,22,25]","[11,17,19]"
"010218",6,5,1,"[7,9,11]","[17,25]","[5,8,8,9,12,14,16,21]","[6,9,14,16,18,22,25,26]","[26]","[4,5,14,19]"
"010218",7,5,1,"[]","[22]","[3,5,6,6,6,7,10,11,11,12,12,12,13,14,15,15,16,17,21]","[3,10,20,25]","[15,17,18,18,19,20,23,23,26,27,27]","[10,13,14,15,18,20,23]"
"010218",1,6,1,"[16]","[]","[3,5,5,5,7,7,8,14,14,16,18,19,21,27,27,27,27]","[]","[13,26,27]","[4]"
"010218",2,6,1,"[9,18,19,22,22]","[]","[3,5,6,7,10,11,13,14,14,15,17,17,19,23,25,26,27]","[3]","[5,19]","[4,7,8,8,10]"
"010218",3,6,1,"[14,18]","[9,11,12]","[3,3,3,6,8,10,11,11,12,13,14,14,15,15,15,16,18,19,21,25]","[]","[3,3,23]","[5,7,8,10,10,23,27]"
"010218",4,6,1,"[3,12,19,22,22]","[3,4]","[4,9,11,13,16,16,19,21,24,25]","[3,11,26,27]","[19,22,23,23,26]","[4,5,5,6,6,8,9]"
"010218",5,6,1,"[6,7,7,8,20,22,22,23,25]","[8,17]","[10,10,10,11,11,17,19,19,20,22,22,24,25,25,25,27,27,27]","[14]","[3,3,3,3,3,4,7,7,7,8,8,8,11,15]","[3,3,3,5,7,7,8,8,8,8,8,10,13,17,17,18,20,25,26,27,27]"
"010218",6,6,1,"[3,3,6,8,18,22,25]","[6,18,18]","[3,9,11,11,11,11,12,13,14,14,14,15,15,16,16,17,17,18,19,20,20,21,22,22,23,25,25,25,26,26]","[3,18]","[3,4,4,5,6,6,6,9,19,26]","[3,5,5,8,8,8,9,9,11,21,22,25,25]"
"010218",7,6,1,"[3,7,7,16,17,17,22,22]","[7,7,7,9,10,16,17,18,22]","[3,7,9,10,10,10,13,14,14,15,16,18,18,21,24,25,26,26,26,27,27]","[3,27]","[4,4,4,5,6,6,8,10,10,11,11,12,12,14,17,17,20,20,20,22,23]","[4,5,5,8,10,11,11,12,13,14,14,17,17,18,19,19,20,20,20,21,23,25,27]"
"010218",1,7,1,"[]","[]","[3,6,8]","[11,19,19,20,20,21,21,22,27,27]","[27]","[9,12,12,12,12,13,14,24,24,24,25,25]"
"010218",2,7,1,"[24]","[16]","[7,27,27]","[3,6,15,15,16,18,19,19,20,21,21,22,22]","[17,26]","[5,9,9,11,11,11,12,12,13,13,13,14,17,18,21,22,22,23,24,25,25,26,26,26]"
"010218",3,7,1,"[6]","[7,24,27]","[9,14,27]","[3,3,6,18,19,22,24,26]","[17,18]","[3,7,10,10,11,12,12,13,14,17,18,21,21,23,24,24,26,27]"
"010218",4,7,1,"[8,9,14,17]","[5,8,8,11,15]","[5,8,11,13,14,14,17,20,27]","[12,20,24,25,26]","[]","[3,3,5,5,12,14,25]"
"010218",5,7,1,"[3,6,8,12,14,14,15,16,17,17]","[13,16,17,20,22,23,25,25]","[5,8,9,11,12,12,14,19,22,23,25,27,27]","[9,16,19,22]","[6]","[3,3,3,3,3,5,6,12,19]"
"010218",6,7,1,"[9,12,15,18,22]","[5]","[6,10,22]","[13]","[]","[3,4,4,7,12,19]"
"010218",7,7,1,"[]","[3,3,4,8,12,12,15]","[3,4,5,6,8,8,12,15,15,18]","[12,18,19,20,23,24,26,26,27]","[]","[3,3,6,14]"
"010218",1,8,1,"[]","[]","[]","[]","[]","[]"
"010218",2,8,1,"[20,24,27,27]","[4,8,9,14,15,19]","[9,17,22]","[3,4,12]","[10,12]","[3,5,12,15]"
"010218",3,8,1,"[14]","[3,6,9,9,9,13,14,15,17,19]","[]","[18,22]","[]","[3,3,6,6,6,17,21]"
"010218",4,8,1,"[4,18]","[3,25,26]","[10,11,14,27]","[6,10,15,24]","[]","[4,7,8,9,11,11,12,13,14,14,14,14,17,17,17,18,18,19,20,20,20,23,23,25]"
"010218",5,8,1,"[]","[4,10,16]","[5,12,13,13,26,27]","[15,18,19,22,26,27,27]","[4,15,24,24,27]","[8,12,13,14,15,17,17,18,19,20,22,22,23,27]"
"010218",6,8,1,"[]","[4,14,19,19,20,27,27,27]","[16,23,26,27]","[3,12,26]","[5,5]","[9,12,13,14,14,14,14,17,17,17,18,20,21,21,22,23,23,24,24,25,27]"
"010218",7,8,1,"[18]","[20]","[18,19,27,27]","[13,27]","[21,27]","[7,8,8,9,10,11,11,11,13,13,13,13,15,15,15,15,16,16,16,17,18,18,19,20,20,20,20,21,21,21,21,22,23,23,24,24,25,25,25,25,25,25,26,27]"
"010218",1,1,0,"[10,13,13,26,26,27]","[]","[7,9,10,13,13,14,14,16,16,27]","[4,4,5,5,7,14,14,14,17,20,26,27]","[4,4,4,7,8,10,11,11,11,13,13,14,14,16,17,17,20,20,23,23,23,27,27]","[]"
"010218",2,1,0,"[11,12,12]","[16]","[4,7,8,10,13,14,14,14,16,22,27,27]","[5,9,14,14,17,19,19,21,25]","[3,3,4,4,5,5,6,6,6,8,9,14,14,15,15,17,17,17,20,20,22,22,22,24,25,27,27,27,27,27]","[3,3,11,14]"
"010218",3,1,0,"[]","[]","[8,11,11,13,14,26]","[6,16,17,18,25]","[5,6,11,14,16,17,20,21,23,24,27]","[]"
"010218",4,1,0,"[11,11,11,12,13,13,15,18,21,24]","[3,3,8]","[4,8,10,11,13,13,15,18,27]","[3,9,9,12,15,15,24]","[3,4,4,6,6,6,6,7,7,10,19,19,21,24,25]","[10,11,21,27]"
"010218",5,1,0,"[7,10,11,13,13,13,14,14,15,15]","[3,7,8,8,23]","[4,23]","[8,11,13,14,16]","[3,3,3,3,3,3,3,4,4,6,6,6,6,7,8,10,11,13,16,16,16,17,17,19,19,20,20,20,20,20,20,22,23,23,23,23,23,23,25,26,26,26,26,26,26,27]","[11,14]"
"010218",6,1,0,"[4,4,14,14,14,15,15,23]","[3,5,11,14,14,16,17,17,20,27]","[11,11,12,13,14,16,18,27]","[14,14,14,22]","[3,3,6,6,7,7,8,8,8,9,10,11,11,14,17,17,20,20,23,24,25]","[3,14,14]"
"010218",7,1,0,"[12,14,14,14]","[]","[24]","[4,8,9,14,15,15,20,22,23,25]","[3,3,3,5,5,6,6,8,9,9,11,12,17,18,18,18,18,19,21,23,23,24,26]","[6]"
"010218",1,2,0,"[]","[]","[]","[]","[]","[]"
"010218",2,2,0,"[8]","[16,18,23]","[15]","[21,27]","[3,6,6,10,12,15,17,18,25,26,26,26]","[3,10,15]"
"010218",3,2,0,"[]","[3,6,16,25]","[]","[3]","[3,11,13,15,17,19,19,22,25,25,26]","[9,11]"
"010218",4,2,0,"[]","[]","[]","[]","[5]","[]"
"010218",5,2,0,"[]","[15,24]","[3,6,17]","[4,5,5,7,14,15,26,26]","[4,5,12,15,15,18,19,20,21,21,23,27]","[8,9,10,24]"
"010218",6,2,0,"[]","[]","[13,16]","[10,19,27,27,27]","[7,24,24,27,27]","[7,14,19,24,24,27,27]"
"010218",7,2,0,"[]","[4,16,19]","[3,7,18,18,27]","[15,15,24,25]","[7,9,15,15,19,20,23,24,24,26]","[7,23]"
"010218",1,3,0,"[]","[13]","[10,11,17]","[10,11,13,16,17,20]","[7,17,26,26,27]","[3,4,5,6,7,8,9,13,19,20,20,23,23,24,25,25,26,26,26,27]"
"010218",2,3,0,"[3,12,15,17,25,27,27]","[13,19,20,20,24]","[3,4,7,10,11,12,27]","[14,17,17,21,21,25]","[7,7,10,11,11,16,16,19,22,23,27,27]","[5,6,8,8,8,9,10,12,16,22,24,24,25,26,27,27,27,27]"
"010218",3,3,0,"[12,20]","[10,12,15,18,22]","[5,8,13,14,14,16,18,20,21,23]","[25]","[9,16,23,24]","[9,19,26,26,27]"
"010218",4,3,0,"[24]","[]","[24]","[21,21,27]","[25]","[3,4]"
"010218",5,3,0,"[10,22]","[]","[8,9,10,11,12,13,15]","[6,13,17,17,25,25]","[3,3,3,4,4,5,6,6,9,10,12,15,16,16,18,21,21,21,22,24,25,25,26]","[3,4,7,8,8,9,10,13,14]"
"010218",6,3,0,"[18,21]","[5,5,13]","[5,11,12,12,15,17,17,25]","[8,9,23,26]","[15,18,20,24,27]","[5,6,7,9,15,19,21,26,27]"
"010218",7,3,0,"[22]","[]","[]","[]","[5,13,17,22,26]","[3,6,10,10,16,27]"
"010218",1,4,0,"[14]","[12]","[]","[6]","[3,4,12]","[7,9,11,17,18,19,19,20,23,23,24,27]"
"010218",2,4,0,"[13,14,27,27]","[3,4,6,11,12,13,26,27]","[]","[3,7,9,11,11,16,17]","[3,4,6,9,11,14,17,19,20,20,21]","[3,3,6,8,9,22,24,24,24,25,27,27]"
"010218",3,4,0,"[3,20,20,20,26]","[3,3,3,6,6,7,13,15,16,27]","[9,15,16,19,26,26]","[9,10,12,23]","[3,5,6]","[21,23,23,23,27]"
"010218",4,4,0,"[5,5,7,8,8,13,19]","[]","[5,10,15,15,25]","[6,17,18,21]","[12,13,13,13,16,18,22]","[10,10,12,12,17,23,24,25,26,26,26]"
"010218",5,4,0,"[15]","[4,8,10,17,17,20,20,20,21]","[3]","[3,3,3,3,4,7,7,7,11,14,15,15,17]","[7,8,8,10,11,11,12,12,12,12,14,14,14,15,17,18,18,18,22,22,23,24,24,25,25,26,27,27,27]","[14,15,19,20,20,23,26,27]"
"010218",6,4,0,"[13,14,19]","[3,3,3,3,7,20,21,25,25]","[13,20,25]","[6,10,23,27]","[3,6,11,16,22,24,24,25]","[9,16,17,20,21,24,25,26,27]"
"010218",7,4,0,"[3,3,9,9,9,10,13,13,16,16,19,19,20,20,27]","[3,16,21]","[16,22,22,24]","[]","[12,13,13,15,16,16,18,18,24,25,25]","[6,6,11,12,12,16,19,21,22,24,25,25,25,26,27,27]"
"010218",1,5,0,"[3,3]","[20]","[12,20,23]","[4,19,22]","[17,18,22,24,26,26]","[3,3,6,6,6,7,9,10,12,13,13,15,16,17,18]"
"010218",2,5,0,"[12,17,23,27]","[18,25]","[3,17,17,19]","[3,3,4,8,14,22]","[15,16,18,19,20,22]","[3,5,6,6,8,9,9,11,13,15,16]"
"010218",3,5,0,"[5,24]","[4,18,24,25]","[23,23]","[3,5,18,19,21,27]","[15,15,16,18]","[4,6,7,8,9,10,11,16,26]"
"010218",4,5,0,"[6,18,27]","[18,19,19,27,27]","[3,16,18,22]","[21,22]","[5,6,6,7,9,9,13,13,17,23,23,23,24,26,26,27,27,27]","[3,6,6,8,11,13,13,16,18,22,22,23]"
"010218",5,5,0,"[6,7,14,20,20]","[3,4,5,5,6,8,8,9,11,13,14,17,17,20,20,21,22,22,22,25,25,25,27]","[5,6,9,9,10,14,16,17,17,17,17,17,18,21,21,23,23]","[6,11]","[3,3,5,5,9,10,11,12,12,14,15,15,17,18,21,24,24,25,27,27,27]","[12,12]"
"010218",6,5,0,"[3,4,6,7,8,11,21]","[7,10,12,13,16,17,17,20]","[3,16,16,17,24]","[6,7,10]","[4,10,14,15,18,18,18,20,20,20,20,21,22,24,25]","[3,4,6,7,7,7,7,8,10,11,11,13,16,18,21]"
"010218",7,5,0,"[]","[10]","[3,3,4,5,7,7,9,10,12,14,14,17,19,19,20,20]","[4]","[3,7,9,9,11,11,13,13,15,15,15,17,17,17,21,23,23,23,23,24,24,24,25,27,27,27,27,27,27,27,27]","[4,4,9,15,23]"
"010218",1,6,0,"[]","[]","[]","[]","[27]","[15]"
"010218",2,6,0,"[]","[9,12,14,25]","[3]","[3,3,6,6,9,19]","[12,15]","[3,19]"
"010218",3,6,0,"[]","[]","[6,13]","[6,25]","[3,11,13,19]","[3,3,16,17,19]"
"010218",4,6,0,"[6]","[3,6,19,22,24,27,27,27,27,27]","[3,3,3,3,6,19]","[3,3,3,3,3,4,6,6,6,8,8,9,11,18]","[11,14,15,16,18,21,23]","[9,21,27]"
"010218",5,6,0,"[]","[3,19,22,24,26]","[3,3,3,3,6,7]","[3,3,3,3,4,4,7,7,7,7,8,13,18]","[3,3,3,3,7,10,10,10,10,11,14,14,15,16,17,18,18,18,19,21,21,22,23,25,26]","[21]"
"010218",6,6,0,"[]","[24]","[24]","[5,7]","[3,18,21,27]","[3,18]"
"010218",7,6,0,"[3,9]","[3,8,11,21,27,27]","[3,15]","[4,4,5,6,9,11,21]","[9,12,12,14,14,15,17,18,24]","[3,3,4,6,20,21]"
"010218",1,7,0,"[23]","[12,12,14,16,16,17,17,17,17,21,25,26,27,27]","[6]","[]","[26]","[23,26]"
"010218",2,7,0,"[16,22,22,23]","[10,11,14,14,15]","[5]","[8]","[5,25]","[26,26]"
"010218",3,7,0,"[22]","[27]","[6,12,17,19,20,20,24]","[21]","[27]","[5,15,16,24,24,25,26,27,27]"
"010218",4,7,0,"[4,7]","[19,21,22,24,27,27,27]","[12,22,27]","[23,23,26,27,27,27]","[]","[17]"
"010218",5,7,0,"[]","[]","[]","[]","[]","[]"
"010218",6,7,0,"[19,20,20]","[12,20,23,24,25]","[15,19,23,27]","[27]","[]","[16,16,17,17,17,20,20,23,23,25,25,26,26]"
"010218",7,7,0,"[17,20,20]","[17,23,26,26,27,27,27,27]","[12,13,14,15,16]","[10,26,26,27,27,27]","[14,15,18,19,23,26]","[20,24]"
"010218",1,8,0,"[3,3,4,4,5,6,9]","[22]","[14,19,21,26,26,27,27]","[25]","[10,11,13,13,15,16,16]","[9,13,18]"
"010218",2,8,0,"[3,5,8,13,13,14]","[6,7,13,22,27]","[10,13,14,14,18,19,20,26,27]","[13,13,13,18,22,25,27]","[3,4,5,6,7,9,10,10,10,11,11,12,14,15,16,16,16,19,20,24]","[3,4,13,14,17]"
"010218",3,8,0,"[15]","[5,5,5,6,8,8,12,17,22,22,23,27]","[5,8,9,13,16,17,19]","[7,8,9,12,27,27]","[11,12,12]","[17,18,27]"
"010218",4,8,0,"[9]","[10]","[7,13,13,13,15,16,21,22,26,26,27,27]","[3,4,5,6]","[3,6,7,8,9,11,12,13,13,16,16,19,19,19,24]","[16,18,19,22,23]"
"010218",5,8,0,"[6,6,7,11,20]","[3,26]","[3,4,7,7,8,10,10,10,13,13,13,14,14,14,16,16,17,17,17,17,18,19,20,20,23,27]","[11,14,21,22,22,24,25,25]","[3,4,5,5,9,11,11,16]","[6,12,18,20,22,23,23,26,26]"
"010218",6,8,0,"[8]","[3,8,9,9,10,11,14,14,22,23,23]","[14,19]","[23]","[4,6,6,8,10,13,17,17,18]","[14,16,19,19]"
"010218",7,8,0,"[3,6,25]","[9,22,23]","[7,11,12,13,13,14,15,16,16,17,18,18,18,19,20,24,26,27,27,27]","[3,19,21,22,27]","[3,3,4,6,6,6,7,9,9,10,13,16,19,27]","[11,17,18,21,22,25,26,26,27]"
"010219",1,1,1,"[6,14,17]","[3,3,4,19,24,27]","[22]","[6,12,17,21]","[7,14,14,18,23,26,27]","[3,10,11,11]"
"010219",2,1,1,"[8,8]","[3,5]","[]","[5]","[15]","[11,26]"
"010219",3,1,1,"[]","[]","[]","[5,9,20]","[14,23]","[]"
"010219",4,1,1,"[]","[4,4,4,10]","[]","[]","[]","[]"
"010219",5,1,1,"[9,13,14,25,25]","[4]","[17]","[]","[3,10,20,20,23,26]","[10,13,23,25,25,26]"
"010219",6,1,1,"[]","[]","[17]","[]","[20,23]","[10,26]"
"010219",7,1,1,"[19,20]","[]","[19,22,23,23]","[]","[6,14,17,23,27]","[10,11]"
"010219",1,2,1,"[]","[]","[]","[5,9]","[]","[]"
"010219",2,2,1,"[4,26]","[]","[6,17,25]","[8]","[3,5,10,20,24]","[]"
"010219",3,2,1,"[22]","[4]","[9,10,15,25]","[]","[27]","[]"
"010219",4,2,1,"[5,5,15,15,18,18]","[]","[]","[5,9,9,9,15,18,23]","[]","[3,3,5,5,5,6,7,10,12,15,19,22,26,26]"
"010219",5,2,1,"[3,5,15,18]","[7,8,8,12,13]","[7]","[3,4,9,15,16,22,27]","[18]","[5,6,10,12,19,19,21,25]"
"010219",6,2,1,"[]","[]","[]","[]","[]","[6,10,20,23,26]"
"010219",7,2,1,"[]","[20]","[5,6,6,6,8,9,12,22]","[3,3,3,4,6,9,9,9,12,27,27,27]","[17,18,18,18,22,22]","[3,3,6,6,9,10,11,11,12,12,12,12,14,15,15,15,15,16,16,19,20,20,21,21,21,22,23,23,24,24,25,25,26,26]"
"010219",1,3,1,"[]","[]","[]","[]","[]","[]"
"010219",2,3,1,"[19]","[]","[]","[]","[]","[]"
"010219",3,3,1,"[]","[6,9,20,23]","[4,4]","[20]","[13,17]","[]"
"010219",4,3,1,"[]","[21]","[6,14,14,22]","[]","[26,26]","[13,18]"
"010219",5,3,1,"[23]","[7]","[5,7,7,8,8,14,15,16,19,20,21,21]","[11,23,26,26]","[26]","[14,17,25]"
"010219",6,3,1,"[11]","[7]","[17,21]","[11]","[3,26,26]","[7,14,17,18,21]"
"010219",7,3,1,"[3,7,17]","[10,13,14,17,27]","[4,5,5,5,6,7,20]","[10,11,13,13]","[3,14]","[14,22]"
"010219",1,4,1,"[18]","[3,3,7]","[7,11]","[3,4,7,10]","[]","[3,3,13,16,18,23,25,26]"
"010219",2,4,1,"[17,20]","[26]","[4]","[8,8,11,14,20,24]","[3,14]","[23,23,25,25,27]"
"010219",3,4,1,"[]","[]","[8]","[8]","[11,14,18,25]","[3,5]"
"010219",4,4,1,"[9,17,17,22,23]","[3,3,6,26,26]","[9,9]","[3,20,21]","[3,6,13,14]","[3,4,8,16,16,17]"
"010219",5,4,1,"[20,20,21,21,24,24,24,24,24,27,27]","[15,15,16,16,17,17,18,18,27]","[8,8,11,12,15,27]","[5,15,20,21,27]","[3,13,13]","[3,3,4,4,6,6,8,8,9,12,13,15,16,24]"
"010219",6,4,1,"[16,17,20,21,23,24,26,27]","[9,15,17,18]","[12,15,27]","[5,15]","[13]","[9,9,12,15]"
"010219",7,4,1,"[16]","[7,13,14]","[7]","[]","[]","[3,3,3,4,7,9,10,12,12,12,15,15,16,17,17]"
"010219",1,5,1,"[]","[9,16,17,19,20]","[20]","[6,12,20,22,23]","[15,27]","[4,4,7,7,8,11,15,15,16,18,20,20,21,23,24,24,25,26,27,27]"
"010219",2,5,1,"[7,27,27]","[7,9,16,19,20,20,21,23,23,26,27,27,27]","[10]","[]","[10,11,14,17,19,22,24,26,27,27]","[6,8,9,15,17,18,20,21,22,22,24,24,27]"
"010219",3,5,1,"[11,16]","[4,4,7,10,15,16,26,27,27]","[12,14]","[9,12,19]","[13,16]","[4,8,16,19,20,23,23,23,24,24,27]"
"010219",4,5,1,"[]","[3,3,5,6,9,9,13,17,19,19,19,19,20,24,26,27]","[]","[7,8,8,12,12,12,14,15,15,15,16,16,24,27]","[4,4,13,17,19,27]","[4,7,10,19,23,23,23,23,24,24,26,27,27,27,27]"
"010219",5,5,1,"[12,13,21,21]","[7,18,18,19,19,20,22]","[3,13,24]","[8,8,9,10,12,12,13,15,15,16,16,18,27,27,27]","[4,5,10,13,13,14,19,23,25,27,27,27,27]","[7,12,12,21,21,21,21,22,22,23,24,24,24,27,27]"
"010219",6,5,1,"[18,18,24]","[4,7,7,27]","[24]","[13,24,27]","[10,13,25,27]","[4,4,5,5,7,7,7,9,9,10,10,12,15,15,17,18,19,20,22,22,22,23,23,27,27,27]"
