"subject","region","epoch","eyeState","CpLoc_delta","CpLoc_theta","CpLoc_alpha","CpLoc_beta_smr","CpLoc_beta","CpLoc_gamma"
"010003",7,1,1,"[17]","[53]","[22]","[54,54,56]","[18]","[4,5,7,11,13,16,17]"
"010003",1,2,1,"[4]","[]","[]","[]","[42,55]","[5,6,8,8,9,35,40,47,49,51,55,55]"
"010003",2,2,1,"[8,54,56]","[5,5,55,55,55,56]","[12]","[14]","[]","[5,7,8,9,10,11,14,18,39,44,45,48,48,49,49,52]"
"010003",3,2,1,"[]","[42]","[]","[]","[8]","[5,7,7,37,44,49,50]"
"010003",4,2,1,"[10,11,13,25]","[5,9]","[]","[8,45]","[9,13,14,51]","[6,9]"
"010003",5,2,1,"[11,54]","[]","[]","[]","[]","[6,6,7,9]"
"010003",6,2,1,"[]","[]","[]","[]","[]","[]"
"010003",7,2,1,"[]","[]","[]","[]","[]","[4]"
"010003",1,3,1,"[]","[25,36,49]","[31]","[54]","[]","[]"
"010003",2,3,1,"[47,51]","[]","[28,33,37,42,50]","[52,54]","[]","[55]"
"010003",3,3,1,"[25,26]","[56]","[30,39,47,52]","[]","[]","[55,55]"
"010003",4,3,1,"[13,19,25]","[]","[48]","[27]","[23,31,36,52]","[15,27,52,56]"
"010003",5,3,1,"[26,51,55,55,55]","[36]","[]","[54]","[47,47]","[48]"
"010003",6,3,1,"[55,55,55]","[]","[]","[56]","[]","[]"
"010003",7,3,1,"[]","[]","[]","[53]","[]","[17,55]"
"010003",1,4,1,"[]","[]","[41,41]","[]","[]","[14]"
"010003",2,4,1,"[9,25,33]","[15,26,28,29,34,34,56]","[14,15,17,33,37,44]","[32]","[4,51,53,55,56]","[9,15,15,19,30,37,38,40,41,49,49,52]"
"010003",3,4,1,"[]","[]","[]","[]","[6,33,55,55]","[5,25,25,27,49,49]"
"010003",4,4,1,"[27]","[25]","[]","[]","[9]","[15]"
"010003",5,4,1,"[]","[26,27,28,36,36]","[16,20,26,28,35,37,38,39,44,49]","[]","[5,6,10,11,16,32,40,54,56,56]","[14,17,28,40,40,41,42,50]"
"010003",6,4,1,"[42]","[49]","[4,33,38]","[18]","[5,6,6,6,7,8,9,10,13]","[11,16,18,19,23,23,27,27,28,29,32,38,54]"
"010003",7,4,1,"[20]","[]","[]","[]","[10,11]","[13,18,24]"
"010003",1,5,1,"[4,17,36,38,42]","[24,25,27,30,31,32,32,38]","[25]","[9,14,34,56]","[11,12,16,16,20,20,21,25]","[7,16,20,20,34]"
"010003",2,5,1,"[26,27,29,30,33,35,36,37,40,44,56]","[]","[5,6,9,12,15,16,41,45,54]","[6,8,10,40]","[4,11,16,18]","[4,5,17,19,20,21,21,24,25,25,32,33,44,51,52,54]"
"010003",3,5,1,"[16,35]","[24,45,51]","[5,47]","[5,21,38]","[6,8,10]","[5,10,10,14,14,17,20,25,30,30,38,42,52,53,55]"
"010003",4,5,1,"[15,18]","[23,26,34]","[24,52]","[14,40]","[7]","[51,52]"
"010003",5,5,1,"[14]","[]","[12,22,23,23,26,55,56]","[23]","[5,19]","[4,14,18,23,24,53]"
"010003",6,5,1,"[17,23,36]","[22,24,52,56]","[23]","[5,9]","[5,8,25,26]","[15,20,28,33]"
"010003",7,5,1,"[15,27]","[34,44,54]","[]","[49]","[23,25,55]","[8,30,32,38,40,44,55]"
"010003",1,6,1,"[44]","[5]","[6,19,19,50,53]","[18,37,37,37,40,40,41,44,46]","[33,33]","[4,7,9,11,14,14,15,19,22,24,25,27,32,33,34,44,45,49,51,51]"
"010003",2,6,1,"[18,21]","[]","[6,13,18,18,18,21,21,29,33,46,52]","[13,21,29,48]","[21,29,40]","[4,5,5,7,9,11,12,13,13,14,14,15,16,17,17,17,18,18,21,21,22,23,24,25,25,29,44,46,51,53,56]"
"010003",3,6,1,"[55]","[]","[46]","[]","[9,10,12]","[4,4,4,4,5,6,6,10,10,11,12,14,14,16,17,18,19,22,49]"
"010003",4,6,1,"[56]","[]","[]","[4,5,5,6,6,7,12]","[50]","[33]"
"010003",5,6,1,"[43,49,50,50,51,51,51,54,56]","[37,38,54,55]","[6,6,8,34,55]","[6,7,7,10,11,18,25]","[]","[29,43]"
"010003",6,6,1,"[5,51,53,56,56]","[]","[]","[56]","[]","[5,10,13,14,15,53]"
"010003",7,6,1,"[11,33,56,56,56,56]","[14,14]","[]","[5,5,5,5,5,5,6,29,29]","[]","[15,18,18,21,22,23,24,24,28,29,30,34,34,38]"
"010003",1,7,1,"[15]","[]","[33,39]","[30,41]","[4,5,10,35,37]","[]"
"010003",2,7,1,"[45]","[48,51]","[23,26,33,34,52,52,56,56,56,56]","[50,52,55]","[5,7,8,47]","[22,23,28]"
"010003",3,7,1,"[]","[]","[]","[]","[5]","[]"
"010003",4,7,1,"[]","[]","[25,26,28,35,47]","[]","[5,6,10,31,46,56,56,56]","[26,41]"
"010003",5,7,1,"[]","[]","[20,21,21,21,22,23,31,37,42,52]","[17,22,29]","[26,35,46,48,55,55,56,56,56,56]","[52]"
"010003",6,7,1,"[13,39,44]","[]","[22,26,27,34,44,52]","[23]","[55,56,56,56,56]","[]"
"010003",7,7,1,"[]","[]","[7,16,16]","[]","[]","[]"
"010003",1,8,1,"[]","[]","[]","[]","[]","[]"
"010003",2,8,1,"[14,19,35,49,54]","[45]","[8,13,15,19,35,37,41,43,46,46,49,51]","[]","[]","[18,49,54,54,56]"
"010003",3,8,1,"[49,55]","[]","[48]","[45,51]","[]","[23,29,41,53]"
"010003",4,8,1,"[4,4,8,56,56,56,56,56]","[]","[12,49,50]","[]","[31,49,55]","[25]"
"010003",5,8,1,"[51,55,55]","[42]","[11,19,47,55,55,56]","[4,5,7,10,23,25,55,56]","[43,49,50,50,51,52,54,55]","[4,16,21]"
"010003",6,8,1,"[22,49,49,50,53,53,53,53,54,54,54,54]","[]","[]","[50,52]","[]","[23,25,26]"
"010003",7,8,1,"[55,56]","[]","[]","[4,5,6,11,14,37,49]","[43,54]","[10,16,17,21,24,25,32,35,36,40,41,46,47,47,51,56,56,56]"
"010003",1,1,0,"[]","[]","[]","[]","[]","[]"
"010003",2,1,0,"[13,17,18]","[30,31]","[42,55,55]","[6,41,51,54,55,56]","[4,9,12,13,21,23,24,26,31,33,35,37,39]","[4,8,11,11,13,15,19,20,23,23,23,26,27,27,31,35,36,37,37,37,42,42,43,43,44,45,47,49,50]"
"010003",3,1,0,"[50,50,55,55,56,56,56]","[]","[4,39]","[]","[9,10]","[8,14,19,23,26,27,35,35,36,39,42,43,43,46,48,48]"
"010003",4,1,0,"[45,48]","[41,41]","[]","[9]","[10,14,37]","[26,55]"
"010003",5,1,0,"[]","[]","[]","[11]","[30]","[17,23,34]"
"010003",6,1,0,"[56]","[]","[]","[]","[]","[]"
"010003",7,1,0,"[]","[39,51]","[]","[]","[]","[31,35,42,44,56]"
"010003",1,2,0,"[]","[5,19,24]","[23]","[24]","[13]","[4,9,18,22,27,34,34]"
"010003",2,2,0,"[11]","[6,15,25,32]","[45,46]","[4,6,7,12,16,18,20,23,26,31,41]","[20,20,21,22,27]","[5,6,9,9,10,11,14,14,17,27,31,31,33,50]"
"010003",3,2,0,"[9]","[]","[47]","[4,5,6,8]","[4]","[22,26,31,33]"
"010003",4,2,0,"[]","[7,9,34]","[44,47,56]","[5,9,17,18,23,52]","[4,6,12,12,13,17,18,18,20,24,39,43]","[14,23,27,31,34,35,36,37]"
"010003",5,2,0,"[10,25,29,29,30]","[10,21,22,35,49,54]","[47,54,54]","[11,16,21,26,36,37]","[20,24]","[4,12,27,27,31,32,38,39]"
"010003",6,2,0,"[4,6,7,54,54,55]","[9]","[9,18,50,50,50,54,54,54]","[12,13,19,22,22,29,33,51,53]","[18,27]","[11,13,14,17,22,25,27,31,32,33,36,40,40]"
"010003",7,2,0,"[4]","[8,8,44,51]","[]","[]","[]","[12,16,19,20,20,27,33,33,35,37,39,39,41,41,46]"
"010003",1,3,0,"[]","[37,49]","[]","[]","[9,33]","[4,4,5,5,7,7,7,9,12,13,15,17]"
"010003",2,3,0,"[19,37,37,47,49,51]","[10]","[]","[13,19,35,40,41,51,54,54,55,56,56]","[4,6,6,7,8,8,14,23,24,24,25,38,44,48,49]","[4,4,4,4,4,5,6,8,9,10,11,12,27,32,32,32,32,37,38,43,44,44,52]"
"010003",3,3,0,"[16]","[12]","[]","[4,5,12,12,18,19,20,48,54,56]","[5]","[]"
"010003",4,3,0,"[35,36]","[21,34,37,42,49]","[]","[11,17,52,53,54,54,56]","[7,12,30,31,31,39,40,41,44,44]","[4,4,4,4,6,7,8,8,10,10,11,11,12,15,16,18,18,22,22,26,26,27,29,30,33,47]"
"010003",5,3,0,"[49,53,55]","[12,18,39,39,50]","[36,44,44,46,50]","[7,18,21,28,32,35,41,46,48,52,54,56]","[4,8,37,41,43,51,55]","[4,4,5,5,7,7,7,8,9,11,11,12,13,14,15,17,29,30,32,34,34]"
"010003",6,3,0,"[13]","[4,7,7,21,32,34,37,38,41,47]","[12]","[4,4,8,8,17,28]","[45,53]","[7,7,7,8]"
"010003",7,3,0,"[17,24,28,31,46,46,53]","[5,33,37,39,41,43,44,50]","[33]","[23,25,33,43,56]","[5]","[4,5,5,7,7,7,7,8,9,10,11,12,13,13,15,15,16,17,20,21,22,25,26,27,32,34,41,49,50]"
"010003",1,4,0,"[54]","[]","[]","[17]","[6,7,17,24,37]","[13]"
"010003",2,4,0,"[32,39]","[32]","[48,53,54,55]","[5,6,6]","[4,4,5,6,6,10,10,28]","[15,15,20,23,24,40]"
"010003",3,4,0,"[13]","[32,51]","[]","[20]","[6,34]","[14]"
"010003",4,4,0,"[9,35,35,42,48,53,56]","[]","[]","[9,13,47,51]","[5,16,38,41]","[18,30,34,48]"
"010003",5,4,0,"[11,16,32,35,39,44,49,50,50,51,52,53,55,55]","[11,28]","[50]","[16,43,48,50,56]","[5,9,15,18,21,22,22,26,28,30,32,33,35,37,38,38,39,39]","[7,7,22,32,39,41,48,56,56]"
"010003",6,4,0,"[29,32,37,56]","[5,9,17,19,23,25,29,31,37,39,41,45,49,52,53]","[13,14,15,51,51,53]","[49]","[24,24,32,33,35]","[7,10,18,18,19,25,38]"
"010003",7,4,0,"[42,42,56,56]","[26,29]","[]","[14,48]","[35,47]","[]"
"010003",1,5,0,"[52,53]","[]","[42,44,47]","[29,42]","[12,36,51]","[5,6,8,11,14,16,31,32,33,38,52]"
"010003",2,5,0,"[4]","[37]","[4,4,7,50,52,55]","[5,8,15,41,56,56]","[4,8,8,12,13,18,25,36,36,42,48,48,50]","[4,9,9,11,13,17,19,20,24,26,27,29,30,32,33,33,34,35,36,37,43,43,45,53]"
"010003",3,5,0,"[19,20]","[]","[41,42,46,51]","[50]","[32,49,55,56]","[6,7,8,10,10,14,25,26,33,33,33,34,35,37,40,44,46,50,50,53,55]"
"010003",4,5,0,"[]","[4]","[8,35,46]","[]","[]","[13,15]"
"010003",5,5,0,"[12,13]","[17,24,29,31,34,35]","[17,24,27]","[4,5,5,9,13,16,22]","[4,5,9,12,13,16,17,24,31,35]","[12,13,16,28,39,40,54,55,55,56,56,56,56]"
"010003",6,5,0,"[13,18,52]","[20,23,33,40,41]","[9]","[]","[20,25,27,48]","[7,8,15,34,37,38,42,42,44,45,49,50,53,54,56]"
"010003",7,5,0,"[10,12,13,49,53]","[19,42,48]","[32,49]","[5]","[]","[7,12,41,42,45,46,52,54,55,55,55,56]"
"010003",1,6,0,"[]","[14,39,50]","[]","[20]","[5,6,9,10]","[20,24,37,40,43,44,46,47,52,53,55,55]"
"010003",2,6,0,"[]","[4,36,42,55]","[4,4,10,27]","[8,13,19,19,32,32,48,48,56]","[]","[23,38,44,47,48,51,52,53,56]"
"010003",3,6,0,"[4,7]","[13]","[12,14]","[]","[]","[]"
"010003",4,6,0,"[]","[50]","[54]","[5,15,21,31]","[5,8]","[4,15,16,21,48,51]"
"010003",5,6,0,"[4,4,12,33]","[31,40]","[40]","[]","[]","[18,25]"
"010003",6,6,0,"[32,45,53]","[53]","[4,5]","[]","[4,21]","[6,12,29,49,53]"
"010003",7,6,0,"[4,7,21]","[5]","[]","[4,32,32,43]","[21,21,37]","[6,10,13,15,16,17,17,21,21,21,25,26,26,26,30,48,48]"
"010003",1,7,0,"[55]","[32,42,47,49,56]","[47,56]","[10,24]","[28]","[4,6,32,36]"
"010003",2,7,0,"[56]","[49]","[53]","[16,16,39,42,47,51]","[4,4,6,8,10,11,13,18]","[6,8,12,43,47,51,54]"
"010003",3,7,0,"[]","[]","[]","[]","[5,30,40,49]","[5,54]"
"010003",4,7,0,"[26,55]","[32,33,41,47,48,49,50,51,56]","[23,28,43,43,47,55]","[21]","[6,38,43]","[5,8,9,12,14,15,17,17,21,23,29,32,34,37,37,39,41,43,45,51,53,54,55]"
"010003",5,7,0,"[8,27,29,48,56]","[25,30,32,37,47,47,47,49,51,52,52]","[43]","[]","[6,6,7,8,12,20,21,22]","[4,12,13,16,18,33,33,38,38,39,54]"
"010003",6,7,0,"[18,35,41,45]","[47,47,53]","[]","[]","[]","[11,13,31,42,50,55,56]"
"010003",7,7,0,"[]","[45,54]","[]","[]","[]","[56]"
"010003",1,8,0,"[10,19,20]","[48]","[]","[5,5,7,7,19,23]","[5,9,11,14,15,19]","[11,15,25,27,29,31,33,35,35,37,37,39,41,42,42,43,44,46,46,46,50,50,51,51,52,54,54,55,55]"
"010003",2,8,0,"[4,4,5,5,13]","[27,32,55]","[22,46,53]","[]","[23,26]","[15,16,16,17,19,21,23,30,30,31,34,35,35,35,35,36,37,39,39,41,42,42,42,42,42,43,43,45,47,47,48,48,49,51,51,52,52,55]"
"010003",3,8,0,"[]","[48]","[]","[46]","[]","[23,37,39,41,41,41,42,46,48,51,52]"
"010003",4,8,0,"[25]","[49,49]","[19]","[13,36,40,46]","[32,46,50,51]","[6,7,7,11,13,29,30,30,34,44,45,50,52,55]"
"010003",5,8,0,"[10,11,16,17,44,46]","[]","[5,16,17,51,53]","[28,35,41]","[4,4,5,21,27,28,30,32,32,32,33,36,36,36,40,41,41,42,43,46,47,47,48,49,49,50,53,53,53,53,54]","[7,8,11,22,23,23,23,23,31,34,36,36,38,41,45,45,47,48,49,51,55,55]"
"010003",6,8,0,"[23,27,35,36]","[48]","[]","[]","[53,53,54]","[31,39,39,40,40,43,44,44,46,46,47,48,49,51,55]"
"010003",7,8,0,"[]","[]","[]","[4,4,4,29,34,51,55]","[]","[4,11,16,33,34,38,42,43,47,51,51,52,55]"
"010004",1,1,1,"[12,16,17,17,20,23,28,29,33,34]","[41,45,50,50]","[38,42,46,50]","[7]","[34,48]","[7,12,13,30,35,36,44,48,54,55,56]"
"010004",2,1,1,"[19,33]","[]","[50]","[]","[]","[7,8,13,38,55]"
"010004",3,1,1,"[]","[]","[]","[]","[]","[5,53]"
"010004",4,1,1,"[5,8,13,17,19,25,27,28,29,29,29,30,31,32,34,34,35,35,36,36,37,38,39,48,49,49,53]","[]","[28]","[11,15,15,16,17,19,21,21,23,24,24,25,31]","[12,52]","[6,6,7]"
"010004",5,1,1,"[18,19,28]","[]","[]","[]","[]","[51,55]"
"010004",6,1,1,"[]","[]","[]","[]","[]","[8,47,51,54]"
"010004",7,1,1,"[28,29,37]","[]","[]","[13]","[]","[]"
"010004",1,2,1,"[]","[]","[]","[35]","[]","[5,12,21,23,31,36,52]"
"010004",2,2,1,"[]","[40]","[]","[]","[18]","[9,9,18,20,32,33,36,39,56]"
"010004",3,2,1,"[8,21,24,35,51]","[4,12,13,25]","[4]","[]","[]","[20,33,39,42,43,54,56]"
"010004",4,2,1,"[]","[]","[]","[33,40]","[]","[55]"
"010004",5,2,1,"[49]","[]","[]","[36,44,49,56]","[]","[19,23,27,44,55]"
"010004",6,2,1,"[4,5,5,18,50]","[4,32,33]","[]","[]","[]","[37,56]"
"010004",7,2,1,"[]","[33]","[]","[40,43]","[]","[56]"
"010004",1,3,1,"[6,8,9,10,12,13,19,27,28,31,32,33,34]","[]","[17,38,40,44]","[4,6,22,26,33,42]","[44,47]","[15,15,37,41,44,49,54]"
"010004",2,3,1,"[8,17,26,30,30,35,39,39,46,47,52,55,56]","[17,25,45,56]","[15,17,35]","[5,8,16,16,23,29,29,35,53]","[9,23,43,50]","[4,4,16,34,37,41,45,48,50,51,51]"
"010004",3,3,1,"[]","[46]","[37]","[56]","[28,32]","[4,4,11,14]"
"010004",4,3,1,"[]","[]","[]","[]","[]","[7,10,51,52,56]"
"010004",5,3,1,"[4,34,38,39,55]","[26,27,29,30,34,35,39]","[15,15,34,40,45]","[4,43,56]","[7,8,9,10,18,21,28,47]","[5,6,14,53]"
"010004",6,3,1,"[34,38,40]","[5,23,25,29,45]","[]","[40]","[6,12,26]","[4,5,6,35,36,52]"
