"subject","region","epoch","eyeState","nCp_delta","nCp_theta","nCp_alpha","nCp_beta_smr","nCp_beta","nCp_gamma"
"010065",1,5,0,3,0,0,1,1,5
"010065",2,5,0,3,3,0,0,1,4
"010065",3,5,0,2,2,0,1,1,2
"010065",4,5,0,2,0,0,0,1,9
"010065",5,5,0,0,1,0,0,0,0
"010065",6,5,0,4,0,0,1,0,6
"010065",7,5,0,1,1,0,1,0,6
"010065",1,6,0,7,0,0,17,0,1
"010065",2,6,0,5,1,0,10,2,3
"010065",3,6,0,0,0,0,0,0,6
"010065",4,6,0,9,0,1,0,12,8
"010065",5,6,0,5,1,2,5,5,10
"010065",6,6,0,0,0,0,0,0,1
"010065",7,6,0,0,0,0,0,6,3
"010065",1,7,0,0,0,0,3,0,0
"010065",2,7,0,3,0,4,7,5,1
"010065",3,7,0,0,0,5,4,4,0
"010065",4,7,0,2,0,0,1,0,0
"010065",5,7,0,3,3,2,1,0,0
"010065",6,7,0,2,0,2,1,0,0
"010065",7,7,0,3,0,0,0,1,5
"010065",1,8,0,2,4,5,22,8,22
"010065",2,8,0,1,13,5,5,24,10
"010065",3,8,0,4,7,1,1,5,5
"010065",4,8,0,15,0,8,17,26,11
"010065",5,8,0,7,8,8,6,14,4
"010065",6,8,0,12,4,3,3,4,0
"010065",7,8,0,13,2,5,18,19,8
"010066",1,1,1,0,0,5,0,0,1
"010066",2,1,1,0,2,3,0,1,3
"010066",3,1,1,1,3,1,0,0,0
"010066",4,1,1,0,7,22,0,1,4
"010066",5,1,1,1,3,8,0,3,11
"010066",6,1,1,0,0,0,0,1,2
"010066",7,1,1,0,1,12,0,6,9
"010066",1,2,1,0,0,0,2,1,5
"010066",2,2,1,0,0,0,0,0,2
"010066",3,2,1,0,2,3,0,1,0
"010066",4,2,1,0,3,0,2,14,5
"010066",5,2,1,3,0,3,0,9,6
"010066",6,2,1,3,6,3,7,4,11
"010066",7,2,1,2,8,8,1,17,11
"010066",1,3,1,0,0,0,6,0,1
"010066",2,3,1,0,0,0,6,0,2
"010066",3,3,1,0,0,0,0,0,0
"010066",4,3,1,3,0,11,0,0,3
"010066",5,3,1,0,0,4,0,0,2
"010066",6,3,1,0,0,0,0,0,0
"010066",7,3,1,1,0,1,0,0,4
"010066",1,4,1,0,3,2,2,8,4
"010066",2,4,1,1,1,0,14,2,0
"010066",3,4,1,0,3,0,6,0,0
"010066",4,4,1,1,9,23,5,8,21
"010066",5,4,1,1,0,14,1,5,9
"010066",6,4,1,0,2,0,0,0,0
"010066",7,4,1,1,3,9,2,1,3
"010066",1,5,1,0,3,0,4,3,1
"010066",2,5,1,0,3,3,4,2,1
"010066",3,5,1,4,5,2,10,2,0
"010066",4,5,1,3,6,20,5,3,2
"010066",5,5,1,14,2,29,2,10,4
"010066",6,5,1,10,0,13,6,8,11
"010066",7,5,1,11,1,22,3,12,5
"010066",1,6,1,2,2,4,3,2,12
"010066",2,6,1,0,0,6,0,2,0
"010066",3,6,1,0,0,2,0,0,0
"010066",4,6,1,15,8,23,2,3,20
"010066",5,6,1,4,10,29,6,2,10
"010066",6,6,1,1,2,17,3,2,8
"010066",7,6,1,7,4,38,10,4,15
"010066",1,7,1,0,0,0,0,0,0
"010066",2,7,1,0,0,0,0,0,0
"010066",3,7,1,0,0,0,0,0,0
"010066",4,7,1,11,3,20,8,2,17
"010066",5,7,1,11,2,7,13,0,18
"010066",6,7,1,0,6,0,11,0,4
"010066",7,7,1,3,8,11,14,1,14
"010066",1,8,1,4,0,3,11,3,9
"010066",2,8,1,4,0,4,8,4,8
"010066",3,8,1,1,4,0,5,1,4
"010066",4,8,1,7,10,27,19,13,26
"010066",5,8,1,0,4,9,9,7,4
"010066",6,8,1,0,0,0,2,0,6
"010066",7,8,1,5,7,4,12,5,5
"010066",1,1,0,6,0,3,6,0,11
"010066",2,1,0,2,1,4,0,0,11
"010066",3,1,0,1,0,4,2,0,3
"010066",4,1,0,9,5,5,7,14,5
"010066",5,1,0,2,3,4,2,7,9
"010066",6,1,0,9,0,8,7,9,2
"010066",7,1,0,12,0,2,3,8,0
"010066",1,2,0,1,0,6,5,0,0
"010066",2,2,0,0,0,4,7,2,1
"010066",3,2,0,2,0,10,0,2,2
"010066",4,2,0,11,0,13,1,20,3
"010066",5,2,0,18,3,12,13,21,5
"010066",6,2,0,18,1,5,4,13,1
"010066",7,2,0,18,3,17,2,19,8
"010066",1,3,0,17,2,16,10,12,3
"010066",2,3,0,6,0,3,2,1,1
"010066",3,3,0,5,0,12,0,0,1
"010066",4,3,0,10,3,5,14,4,2
"010066",5,3,0,10,1,8,4,3,2
"010066",6,3,0,9,2,21,2,5,9
"010066",7,3,0,15,2,1,3,6,4
"010066",1,4,0,1,0,0,0,0,0
"010066",2,4,0,2,4,1,5,5,4
"010066",3,4,0,0,0,0,0,0,0
"010066",4,4,0,10,1,1,1,8,0
"010066",5,4,0,10,0,8,1,6,9
"010066",6,4,0,2,1,1,0,10,2
"010066",7,4,0,2,0,1,0,1,1
"010066",1,5,0,1,0,0,11,1,8
"010066",2,5,0,4,1,9,12,6,9
"010066",3,5,0,1,4,10,3,1,6
"010066",4,5,0,13,0,1,2,11,4
"010066",5,5,0,23,1,0,2,8,5
"010066",6,5,0,9,2,0,9,10,14
"010066",7,5,0,10,0,1,2,16,6
"010066",1,6,0,1,1,2,15,3,1
"010066",2,6,0,2,0,5,17,12,4
"010066",3,6,0,6,9,2,5,1,4
"010066",4,6,0,0,0,0,8,0,0
"010066",5,6,0,6,0,1,9,3,1
"010066",6,6,0,10,0,3,3,2,1
"010066",7,6,0,10,0,4,8,1,0
"010066",1,7,0,3,0,3,2,0,2
"010066",2,7,0,0,0,1,0,0,0
"010066",3,7,0,2,3,2,2,10,5
"010066",4,7,0,24,0,5,10,5,11
"010066",5,7,0,11,1,6,7,12,9
"010066",6,7,0,9,4,3,5,15,25
"010066",7,7,0,14,2,4,0,11,12
"010066",1,8,0,0,0,0,1,1,3
"010066",2,8,0,2,5,1,6,7,21
"010066",3,8,0,1,0,0,4,2,7
"010066",4,8,0,9,0,5,0,7,2
"010066",5,8,0,22,3,0,0,4,7
"010066",6,8,0,2,1,1,1,8,7
"010066",7,8,0,13,2,2,0,4,2
"010067",1,1,1,0,0,0,2,8,3
"010067",2,1,1,1,1,6,3,6,5
"010067",3,1,1,5,1,1,6,7,1
"010067",4,1,1,3,9,0,0,9,1
"010067",5,1,1,5,9,11,0,3,3
"010067",6,1,1,3,10,4,5,0,1
"010067",7,1,1,3,16,2,4,7,1
"010067",1,2,1,0,1,4,4,4,3
"010067",2,2,1,1,1,2,9,3,2
"010067",3,2,1,0,0,0,0,0,6
"010067",4,2,1,1,3,9,17,0,2
"010067",5,2,1,0,3,2,5,1,7
"010067",6,2,1,0,0,0,0,0,3
"010067",7,2,1,1,0,0,4,0,0
"010067",1,3,1,3,1,5,2,2,3
"010067",2,3,1,1,0,8,0,10,5
"010067",3,3,1,3,0,6,2,1,11
"010067",4,3,1,3,0,1,2,0,5
"010067",5,3,1,5,1,6,0,8,9
"010067",6,3,1,2,0,0,1,0,3
"010067",7,3,1,9,0,3,0,3,13
"010067",1,4,1,0,1,3,1,1,15
"010067",2,4,1,7,2,5,2,5,14
"010067",3,4,1,4,1,3,1,4,14
"010067",4,4,1,1,4,18,0,3,2
"010067",5,4,1,6,5,10,0,4,18
"010067",6,4,1,11,0,4,3,2,13
"010067",7,4,1,8,6,9,3,10,11
"010067",1,5,1,0,0,0,0,0,1
"010067",2,5,1,1,1,0,3,6,3
"010067",3,5,1,0,0,0,0,1,0
"010067",4,5,1,0,0,0,0,0,0
"010067",5,5,1,4,3,4,9,10,5
"010067",6,5,1,0,4,0,3,8,1
"010067",7,5,1,0,3,1,4,31,1
"010067",1,6,1,0,0,0,3,3,14
"010067",2,6,1,2,2,0,3,10,19
"010067",3,6,1,0,2,0,3,2,11
"010067",4,6,1,1,0,0,7,7,8
"010067",5,6,1,3,10,1,6,10,5
"010067",6,6,1,2,1,0,4,3,4
"010067",7,6,1,2,0,0,8,1,14
"010067",1,7,1,0,0,0,9,0,0
"010067",2,7,1,0,0,0,0,2,0
"010067",3,7,1,0,0,0,0,0,0
"010067",4,7,1,1,1,0,1,1,0
"010067",5,7,1,1,4,0,5,10,6
"010067",6,7,1,1,4,1,2,4,7
"010067",7,7,1,1,14,1,5,7,14
"010067",1,8,1,0,1,3,3,3,9
"010067",2,8,1,0,9,3,0,5,14
"010067",3,8,1,0,4,3,0,0,7
"010067",4,8,1,0,4,0,1,0,8
"010067",5,8,1,6,6,0,6,0,8
"010067",6,8,1,1,3,0,0,1,10
"010067",7,8,1,1,13,1,1,0,10
"010067",1,1,0,0,0,2,2,6,3
"010067",2,1,0,4,2,3,3,3,0
"010067",3,1,0,6,1,4,2,2,0
"010067",4,1,0,1,6,2,2,1,4
"010067",5,1,0,13,2,5,1,2,3
"010067",6,1,0,10,2,0,1,3,1
"010067",7,1,0,10,8,1,13,0,8
"010067",1,2,0,4,0,1,0,0,0
"010067",2,2,0,4,1,1,0,0,2
"010067",3,2,0,0,0,0,0,0,0
"010067",4,2,0,0,0,0,0,0,0
"010067",5,2,0,1,6,0,0,0,0
"010067",6,2,0,0,0,0,0,0,0
"010067",7,2,0,2,0,0,1,2,2
"010067",1,3,0,0,0,2,2,0,0
"010067",2,3,0,3,5,11,2,0,5
"010067",3,3,0,1,1,1,0,0,0
"010067",4,3,0,4,4,0,0,1,0
"010067",5,3,0,7,8,3,1,0,0
"010067",6,3,0,4,5,4,11,2,4
"010067",7,3,0,0,9,2,7,12,4
"010067",1,4,0,4,1,26,2,4,5
"010067",2,4,0,2,3,27,2,4,8
"010067",3,4,0,2,7,13,7,5,6
"010067",4,4,0,15,4,10,1,7,21
"010067",5,4,0,2,6,6,5,0,41
"010067",6,4,0,4,7,5,2,3,32
"010067",7,4,0,12,11,9,1,3,45
"010067",1,5,0,0,4,6,5,2,6
"010067",2,5,0,1,7,12,4,8,12
"010067",3,5,0,1,3,5,2,11,4
"010067",4,5,0,1,6,10,4,0,17
"010067",5,5,0,2,18,16,1,1,12
"010067",6,5,0,8,11,13,6,4,6
"010067",7,5,0,7,12,12,1,0,16
"010067",1,6,0,0,2,1,5,7,5
"010067",2,6,0,4,11,5,14,12,12
"010067",3,6,0,4,2,3,18,6,2
"010067",4,6,0,4,8,12,12,12,7
"010067",5,6,0,4,3,6,3,1,28
"010067",6,6,0,0,4,7,5,11,3
"010067",7,6,0,10,6,20,8,22,5
"010067",1,7,0,1,9,4,8,3,5
"010067",2,7,0,5,19,3,4,23,4
"010067",3,7,0,2,3,6,5,13,2
"010067",4,7,0,10,3,32,10,2,11
"010067",5,7,0,16,33,16,7,3,10
"010067",6,7,0,9,25,28,20,5,9
"010067",7,7,0,9,19,46,13,1,20
"010067",1,8,0,8,19,6,4,6,7
"010067",2,8,0,11,11,11,6,17,4
"010067",3,8,0,7,4,18,17,15,1
"010067",4,8,0,3,13,15,4,16,8
"010067",5,8,0,11,14,25,8,13,11
"010067",6,8,0,3,16,29,8,3,15
"010067",7,8,0,12,16,37,9,2,21
"010068",1,1,1,0,0,3,0,0,0
"010068",2,1,1,1,0,0,0,0,0
"010068",3,1,1,1,1,0,2,1,0
"010068",4,1,1,3,0,0,1,0,0
"010068",5,1,1,18,0,1,0,2,1
"010068",6,1,1,5,1,0,0,0,7
"010068",7,1,1,13,0,1,5,2,16
"010068",1,2,1,0,0,0,0,0,0
"010068",2,2,1,0,0,1,1,3,2
"010068",3,2,1,0,0,0,0,6,0
"010068",4,2,1,1,2,2,0,1,8
"010068",5,2,1,0,4,5,0,4,17
"010068",6,2,1,0,1,2,0,1,6
"010068",7,2,1,1,1,2,0,0,14
"010068",1,3,1,2,0,0,0,0,1
"010068",2,3,1,1,0,0,0,0,3
"010068",3,3,1,0,0,0,0,0,0
"010068",4,3,1,0,0,0,0,0,1
"010068",5,3,1,1,0,0,0,0,0
"010068",6,3,1,0,0,0,0,0,0
"010068",7,3,1,0,0,0,0,0,0
"010068",1,4,1,0,0,4,1,0,0
"010068",2,4,1,9,0,1,2,1,2
"010068",3,4,1,4,0,0,5,0,2
"010068",4,4,1,2,0,5,1,3,1
"010068",5,4,1,2,1,16,1,5,7
"010068",6,4,1,1,1,1,1,3,0
"010068",7,4,1,7,2,4,0,5,2
"010068",1,5,1,0,1,0,0,1,5
"010068",2,5,1,0,0,0,8,2,1
"010068",3,5,1,0,0,0,0,0,0
"010068",4,5,1,0,0,0,1,4,0
"010068",5,5,1,1,2,11,0,10,1
"010068",6,5,1,0,2,7,1,3,0
"010068",7,5,1,2,1,11,2,6,1
"010068",1,6,1,3,0,0,5,9,0
"010068",2,6,1,0,0,0,0,1,0
"010068",3,6,1,2,0,0,0,0,0
"010068",4,6,1,3,0,1,0,7,0
"010068",5,6,1,2,0,0,4,1,1
"010068",6,6,1,2,0,1,3,4,0
"010068",7,6,1,0,4,3,6,10,4
"010068",1,7,1,2,0,1,6,0,5
"010068",2,7,1,4,0,0,6,0,5
"010068",3,7,1,1,0,0,1,0,1
"010068",4,7,1,0,1,0,0,0,3
"010068",5,7,1,1,0,0,1,0,3
"010068",6,7,1,1,0,0,0,0,0
"010068",7,7,1,0,0,1,0,2,0
"010068",1,8,1,0,0,0,0,0,0
"010068",2,8,1,0,0,0,0,0,0
"010068",3,8,1,0,0,0,0,0,0
"010068",4,8,1,2,6,0,0,1,0
"010068",5,8,1,6,2,4,2,1,0
"010068",6,8,1,1,1,3,0,1,2
"010068",7,8,1,1,11,2,2,0,0
"010068",1,1,0,0,1,0,0,0,1
"010068",2,1,0,0,0,0,0,0,2
"010068",3,1,0,0,0,0,1,0,5
"010068",4,1,0,2,8,1,2,2,29
"010068",5,1,0,0,8,3,0,5,25
"010068",6,1,0,0,0,3,1,0,15
"010068",7,1,0,0,6,2,4,4,19
"010068",1,2,0,1,0,0,2,0,1
"010068",2,2,0,1,0,0,2,0,0
"010068",3,2,0,0,0,1,0,1,4
"010068",4,2,0,9,1,0,3,3,7
"010068",5,2,0,12,4,6,3,11,6
"010068",6,2,0,5,4,4,2,6,5
"010068",7,2,0,12,3,2,1,3,8
"010068",1,3,0,6,0,1,0,0,0
"010068",2,3,0,9,1,2,2,3,1
"010068",3,3,0,2,0,3,1,0,2
"010068",4,3,0,10,0,11,6,17,19
"010068",5,3,0,5,4,39,1,1,16
"010068",6,3,0,5,8,12,4,17,18
"010068",7,3,0,3,5,20,7,45,16
"010068",1,4,0,0,0,0,0,0,0
"010068",2,4,0,8,0,7,1,0,2
"010068",3,4,0,0,0,2,0,0,1
"010068",4,4,0,4,0,4,5,6,2
"010068",5,4,0,13,0,0,10,8,3
"010068",6,4,0,3,5,6,1,10,3
"010068",7,4,0,23,0,6,12,9,3
"010068",1,5,0,2,0,1,1,10,1
"010068",2,5,0,1,0,1,1,3,2
"010068",3,5,0,0,0,0,0,0,0
"010068",4,5,0,0,2,1,1,8,6
"010068",5,5,0,1,8,5,6,6,0
"010068",6,5,0,1,8,3,9,7,5
"010068",7,5,0,2,4,13,15,6,5
"010068",1,6,0,0,0,0,0,0,0
"010068",2,6,0,0,0,0,1,0,0
"010068",3,6,0,0,1,0,0,1,1
"010068",4,6,0,3,0,7,1,1,2
"010068",5,6,0,6,5,7,13,5,13
"010068",6,6,0,4,18,9,3,0,10
"010068",7,6,0,14,22,6,11,4,21
"010068",1,7,0,0,1,4,7,0,1
"010068",2,7,0,0,0,0,3,0,0
"010068",3,7,0,1,0,1,3,2,0
"010068",4,7,0,4,3,19,17,2,21
"010068",5,7,0,16,1,11,16,2,34
"010068",6,7,0,9,12,20,16,3,19
"010068",7,7,0,15,18,31,20,2,34
"010068",1,8,0,0,0,11,0,0,6
"010068",2,8,0,10,1,2,1,2,2
"010068",3,8,0,1,1,9,0,0,8
"010068",4,8,0,20,5,32,8,1,20
"010068",5,8,0,19,5,17,9,2,26
"010068",6,8,0,30,8,16,2,0,27
"010068",7,8,0,40,17,39,21,6,15
"010069",1,1,1,0,1,3,5,8,19
"010069",2,1,1,3,0,3,2,6,28
"010069",3,1,1,2,0,1,0,3,4
"010069",4,1,1,0,3,4,5,19,27
"010069",5,1,1,2,2,0,4,15,39
"010069",6,1,1,5,2,2,2,3,20
"010069",7,1,1,4,0,2,6,7,16
"010069",1,2,1,0,7,1,3,14,19
"010069",2,2,1,0,7,0,12,15,16
"010069",3,2,1,0,3,0,8,9,5
"010069",4,2,1,1,3,2,10,6,39
"010069",5,2,1,5,0,3,17,22,21
"010069",6,2,1,5,3,0,12,13,24
"010069",7,2,1,1,3,2,8,4,47
"010069",1,3,1,0,1,5,2,32,2
"010069",2,3,1,0,3,3,5,49,9
"010069",3,3,1,2,2,0,0,8,13
"010069",4,3,1,0,1,1,2,15,5
"010069",5,3,1,2,0,0,5,6,34
"010069",6,3,1,3,1,4,2,2,16
"010069",7,3,1,0,0,1,1,0,6
"010069",1,4,1,3,8,2,4,6,10
"010069",2,4,1,7,7,2,4,9,8
"010069",3,4,1,1,5,2,10,2,10
"010069",4,4,1,5,1,1,4,10,19
"010069",5,4,1,17,2,2,1,23,34
"010069",6,4,1,7,0,1,3,16,23
"010069",7,4,1,3,1,0,1,18,26
"010069",1,5,1,2,0,1,0,1,17
"010069",2,5,1,2,0,1,2,4,11
"010069",3,5,1,1,0,0,4,2,13
"010069",4,5,1,0,1,8,3,1,25
"010069",5,5,1,13,1,0,3,6,24
"010069",6,5,1,4,1,3,3,14,28
"010069",7,5,1,0,0,1,2,7,24
"010069",1,6,1,0,0,0,0,15,14
"010069",2,6,1,2,2,4,2,21,31
"010069",3,6,1,2,0,0,0,1,27
"010069",4,6,1,7,0,0,2,7,6
"010069",5,6,1,5,0,3,2,24,13
"010069",6,6,1,0,0,4,2,3,11
"010069",7,6,1,9,0,18,0,21,7
"010069",1,7,1,0,0,1,0,0,4
"010069",2,7,1,0,0,1,0,2,5
"010069",3,7,1,0,0,0,0,0,0
"010069",4,7,1,0,0,1,0,4,3
"010069",5,7,1,0,10,0,3,7,9
"010069",6,7,1,0,1,1,1,12,9
"010069",7,7,1,1,9,0,0,7,4
"010069",1,8,1,2,0,0,0,0,1
"010069",2,8,1,1,1,3,1,2,1
"010069",3,8,1,4,0,1,1,0,2
"010069",4,8,1,3,0,0,6,3,1
"010069",5,8,1,4,4,4,1,12,3
"010069",6,8,1,0,4,3,3,16,11
"010069",7,8,1,2,1,3,5,8,17
"010069",1,1,0,0,1,0,0,1,1
"010069",2,1,0,0,0,0,1,3,12
"010069",3,1,0,0,1,1,1,2,18
"010069",4,1,0,0,2,0,0,0,1
"010069",5,1,0,0,0,0,1,0,0
"010069",6,1,0,2,1,0,4,3,7
"010069",7,1,0,0,0,0,0,0,0
"010069",1,2,0,0,1,1,3,15,3
"010069",2,2,0,2,0,1,15,12,5
"010069",3,2,0,0,0,1,2,3,4
"010069",4,2,0,0,1,1,0,13,3
"010069",5,2,0,1,1,3,1,10,9
"010069",6,2,0,1,0,0,8,0,2
"010069",7,2,0,0,0,0,0,0,1
"010069",1,3,0,4,7,0,2,3,16
"010069",2,3,0,9,13,0,1,5,31
"010069",3,3,0,3,11,1,3,5,9
"010069",4,3,0,1,2,0,1,9,9
"010069",5,3,0,1,3,2,7,17,13
"010069",6,3,0,0,4,5,1,9,8
"010069",7,3,0,0,4,0,1,8,12
"010069",1,4,0,5,0,0,5,12,7
"010069",2,4,0,6,2,1,6,21,8
"010069",3,4,0,0,0,0,0,19,17
"010069",4,4,0,5,0,0,6,16,28
"010069",5,4,0,1,0,0,2,4,1
"010069",6,4,0,5,3,0,2,2,9
"010069",7,4,0,5,4,2,0,13,23
"010069",1,5,0,0,1,0,0,0,2
"010069",2,5,0,0,0,0,0,2,3
"010069",3,5,0,5,3,0,1,3,9
"010069",4,5,0,1,0,0,6,5,28
"010069",5,5,0,5,0,5,7,14,35
"010069",6,5,0,1,1,0,0,11,33
"010069",7,5,0,0,0,4,1,5,30
"010069",1,6,0,0,0,0,0,2,4
"010069",2,6,0,3,0,1,1,7,12
"010069",3,6,0,0,0,0,0,0,0
"010069",4,6,0,0,0,0,0,1,1
"010069",5,6,0,1,0,0,0,0,0
"010069",6,6,0,0,0,0,2,0,0
"010069",7,6,0,0,0,0,0,0,0
"010069",1,7,0,1,2,1,0,8,3
"010069",2,7,0,9,1,0,3,16,13
"010069",3,7,0,1,6,0,1,7,8
"010069",4,7,0,0,4,0,1,2,34
"010069",5,7,0,1,7,1,2,4,25
"010069",6,7,0,0,1,0,3,16,19
"010069",7,7,0,1,4,1,2,6,28
"010069",1,8,0,0,4,5,2,5,3
"010069",2,8,0,4,7,3,7,10,15
"010069",3,8,0,0,0,6,0,0,2
"010069",4,8,0,1,13,8,2,2,4
"010069",5,8,0,4,5,10,0,2,4
"010069",6,8,0,1,1,9,1,2,14
"010069",7,8,0,1,3,22,0,2,4
"010070",1,1,1,0,0,0,2,0,1
"010070",2,1,1,1,0,2,13,0,0
"010070",3,1,1,2,0,0,4,2,0
"010070",4,1,1,1,0,0,1,1,0
"010070",5,1,1,0,0,0,0,0,0
"010070",6,1,1,0,2,6,1,3,1
"010070",7,1,1,0,0,9,0,0,1
"010070",1,2,1,0,1,4,8,11,1
"010070",2,2,1,2,0,1,2,3,2
"010070",3,2,1,0,0,0,2,5,1
"010070",4,2,1,0,0,1,2,16,7
"010070",5,2,1,2,1,0,0,7,4
"010070",6,2,1,0,0,0,5,4,0
"010070",7,2,1,0,0,0,1,5,0
"010070",1,3,1,0,0,0,0,0,0
"010070",2,3,1,1,0,0,0,0,0
"010070",3,3,1,3,0,0,0,0,2
"010070",4,3,1,0,0,0,0,0,4
"010070",5,3,1,0,0,0,0,0,4
"010070",6,3,1,0,0,0,0,0,2
"010070",7,3,1,0,0,0,0,0,1
"010070",1,4,1,0,1,1,0,5,2
"010070",2,4,1,0,0,9,10,4,8
"010070",3,4,1,1,0,1,4,2,13
"010070",4,4,1,0,0,0,0,0,7
"010070",5,4,1,0,1,0,2,0,9
"010070",6,4,1,0,0,0,0,4,7
"010070",7,4,1,0,0,0,1,3,5
"010070",1,5,1,1,0,4,7,6,15
"010070",2,5,1,0,0,6,14,8,9
"010070",3,5,1,0,3,5,9,9,5
"010070",4,5,1,4,3,4,24,13,15
"010070",5,5,1,0,2,3,11,19,4
"010070",6,5,1,1,2,5,19,27,3
"010070",7,5,1,0,2,2,18,18,4
"010070",1,6,1,0,0,0,0,0,5
"010070",2,6,1,0,0,3,0,1,3
"010070",3,6,1,2,1,6,4,0,5
"010070",4,6,1,0,0,0,2,0,1
"010070",5,6,1,0,0,0,1,0,3
"010070",6,6,1,0,2,2,7,5,2
"010070",7,6,1,1,0,1,4,0,2
"010070",1,7,1,2,0,1,3,7,1
"010070",2,7,1,0,0,0,3,6,0
"010070",3,7,1,1,0,1,0,2,0
"010070",4,7,1,1,0,0,0,14,5
"010070",5,7,1,5,2,0,0,8,8
"010070",6,7,1,0,0,0,3,4,2
"010070",7,7,1,1,1,0,0,13,3
"010070",1,8,1,0,1,1,6,8,0
"010070",2,8,1,0,0,1,3,8,0
"010070",3,8,1,0,1,0,1,6,0
"010070",4,8,1,5,0,0,3,9,2
"010070",5,8,1,0,0,0,1,11,3
"010070",6,8,1,0,0,1,2,5,8
"010070",7,8,1,4,0,0,3,1,4
"010070",1,1,0,5,1,2,0,0,0
"010070",2,1,0,0,0,0,0,1,0
"010070",3,1,0,0,0,0,0,0,0
"010070",4,1,0,2,0,0,0,2,0
"010070",5,1,0,0,0,0,0,0,0
"010070",6,1,0,0,0,0,1,0,0
"010070",7,1,0,0,0,2,0,0,1
"010070",1,2,0,2,0,1,1,6,1
"010070",2,2,0,2,2,0,9,5,1
"010070",3,2,0,1,1,5,22,2,0
"010070",4,2,0,1,0,7,4,11,3
"010070",5,2,0,5,0,4,8,11,3
"010070",6,2,0,12,0,0,4,1,5
"010070",7,2,0,9,0,0,3,6,0
"010070",1,3,0,0,0,0,0,1,1
"010070",2,3,0,5,2,0,1,4,2
"010070",3,3,0,0,4,2,0,7,0
"010070",4,3,0,0,0,0,0,0,1
"010070",5,3,0,0,0,0,0,0,0
"010070",6,3,0,1,0,0,1,2,0
"010070",7,3,0,0,0,0,1,0,3
"010070",1,4,0,0,0,0,0,3,1
"010070",2,4,0,0,0,1,1,2,3
"010070",3,4,0,0,0,0,0,0,0
"010070",4,4,0,2,0,0,0,10,0
"010070",5,4,0,0,0,2,0,2,0
"010070",6,4,0,0,0,4,2,3,2
"010070",7,4,0,2,0,9,1,9,0
"010070",1,5,0,5,6,3,14,37,16
"010070",2,5,0,8,3,2,17,39,19
"010070",3,5,0,2,2,2,1,23,26
"010070",4,5,0,4,4,6,8,40,36
"010070",5,5,0,0,1,1,1,32,39
"010070",6,5,0,2,0,0,5,25,50
"010070",7,5,0,3,2,2,9,21,30
"010070",1,6,0,2,1,2,12,10,19
"010070",2,6,0,1,4,4,7,13,21
"010070",3,6,0,1,0,1,4,5,30
"010070",4,6,0,1,4,2,8,2,4
"010070",5,6,0,4,6,5,9,15,14
"010070",6,6,0,2,5,2,7,22,38
"010070",7,6,0,3,10,0,7,14,35
"010070",1,7,0,5,1,4,1,26,19
"010070",2,7,0,4,3,2,3,29,13
"010070",3,7,0,1,1,1,6,21,9
"010070",4,7,0,4,1,1,10,23,35
"010070",5,7,0,5,3,1,5,15,44
"010070",6,7,0,11,2,1,1,18,23
"010070",7,7,0,0,1,1,4,25,20
"010070",1,8,0,0,1,5,11,6,9
"010070",2,8,0,1,0,3,15,17,13
"010070",3,8,0,3,1,2,10,16,3
"010070",4,8,0,6,3,10,17,15,7
"010070",5,8,0,1,0,1,0,12,3
"010070",6,8,0,16,0,4,3,23,8
"010070",7,8,0,5,1,2,5,27,11
"010071",1,1,1,6,1,1,0,10,1
"010071",2,1,1,1,3,15,4,6,3
"010071",3,1,1,10,3,10,1,4,1
"010071",4,1,1,9,1,14,1,14,12
"010071",5,1,1,22,7,19,7,5,14
"010071",6,1,1,9,5,24,2,8,5
"010071",7,1,1,5,6,16,0,8,10
"010071",1,2,1,0,1,0,0,1,0
"010071",2,2,1,0,0,3,1,9,5
"010071",3,2,1,5,0,0,0,9,5
"010071",4,2,1,0,0,0,1,4,21
"010071",5,2,1,0,7,9,2,4,24
"010071",6,2,1,0,0,8,2,15,4
"010071",7,2,1,0,0,6,1,12,16
"010071",1,3,1,0,0,4,1,22,1
"010071",2,3,1,0,3,11,0,2,0
"010071",3,3,1,0,0,0,0,0,0
"010071",4,3,1,3,3,4,3,12,2
"010071",5,3,1,6,5,43,4,2,3
"010071",6,3,1,10,3,25,8,1,2
"010071",7,3,1,4,1,20,11,1,10
"010071",1,4,1,0,0,0,2,1,3
"010071",2,4,1,0,4,5,3,1,1
"010071",3,4,1,2,0,1,1,1,3
"010071",4,4,1,0,3,5,4,2,3
"010071",5,4,1,6,3,24,5,1,3
"010071",6,4,1,2,1,7,2,4,7
"010071",7,4,1,11,2,14,8,1,3
"010071",1,5,1,3,0,3,1,2,12
"010071",2,5,1,3,5,7,7,2,17
"010071",3,5,1,1,0,0,4,0,23
"010071",4,5,1,5,0,6,8,3,34
"010071",5,5,1,15,5,8,13,7,20
"010071",6,5,1,4,3,3,5,0,25
"010071",7,5,1,1,1,9,7,0,15
"010071",1,6,1,2,0,0,2,5,12
"010071",2,6,1,5,20,1,1,13,5
"010071",3,6,1,0,1,0,1,3,0
"010071",4,6,1,1,12,0,2,10,7
"010071",5,6,1,2,17,5,5,10,2
"010071",6,6,1,0,7,4,10,10,7
"010071",7,6,1,0,8,2,0,5,3
"010071",1,7,1,0,0,1,0,1,0
"010071",2,7,1,1,2,1,0,0,0
"010071",3,7,1,0,1,0,0,1,0
